type pcts
2 0.09232
3 0.31594
4 0.15091
1 0.35814
2 0.03269
3 0.44786
4 0.16132
1 0.34644
2 0.13424
3 0.42984
4 0.08949
1 0.56175
2 0.27438
3 0.09833
4 0.06554
1 0.47933
2 0.00677
3 0.14666
4 0.36725
1 0.77860
2 0.04940
3 0.05910
4 0.11290
1 0.48261
2 0.00960
3 0.00177
4 0.50602
1 0.38813
2 0.00579
3 0.34926
4 0.25683
1 0.98551
2 0.00581
3 0.00190
4 0.00678
1 0.45968
2 0.08928
3 0.30552
4 0.14552
1 0.32200
2 0.01257
3 0.48309
4 0.18234
1 0.70483
2 0.04657
3 0.02483
4 0.22377
1 0.52263
2 0.08307
3 0.06186
4 0.33244
1 0.46638
2 0.01983
3 0.00370
4 0.51008
1 0.43187
2 0.07867
3 0.31718
4 0.17228
1 0.38398
2 0.02834
3 0.50023
4 0.08745
1 0.08282
2 0.77355
3 0.03015
4 0.11349
1 0.56490
2 0.11401
3 0.23724
4 0.08385
1 0.37888
2 0.00498
3 0.30540
4 0.31074
1 0.47483
2 0.09225
3 0.26316
4 0.16976
1 0.54551
2 0.08409
3 0.20857
4 0.16183
1 0.25583
2 0.00570
3 0.00213
4 0.73634
1 0.28638
2 0.00415
3 0.00129
4 0.70818
1 0.01759
2 0.00095
3 0.93234
4 0.04912
1 0.67710
2 0.09947
3 0.18405
4 0.03937
1 0.33540
2 0.00994
3 0.00217
4 0.65249
1 0.40909
2 0.10623
3 0.33850
4 0.14618
1 0.51392
2 0.09928
3 0.24302
4 0.14378
1 0.45144
2 0.13469
3 0.05614
4 0.35773
1 0.94510
2 0.00585
3 0.03989
4 0.00915
1 0.88496
2 0.02427
3 0.02785
4 0.06292
1 0.75812
2 0.05659
3 0.14707
4 0.03823
1 0.45085
2 0.07830
3 0.22423
4 0.24662
1 0.46145
2 0.09360
3 0.29620
4 0.14875
1 0.43773
2 0.08449
3 0.36874
4 0.10904
1 0.89429
2 0.02697
3 0.02509
4 0.05365
1 0.47107
2 0.08526
3 0.28607
4 0.15761
1 0.56930
2 0.27831
3 0.09353
4 0.05886
1 0.78834
2 0.05278
3 0.10351
4 0.05537
1 0.48603
2 0.10995
3 0.24821
4 0.15581
1 0.46297
2 0.04623
3 0.05208
4 0.43872
1 0.99128
2 0.00293
3 0.00071
4 0.00508
1 0.91027
2 0.01841
3 0.00888
4 0.06244
1 0.41910
2 0.08300
3 0.37844
4 0.11946
1 0.35625
2 0.01214
3 0.00241
4 0.62920
1 0.68262
2 0.07031
3 0.03459
4 0.21248
1 0.76575
2 0.01079
3 0.02909
4 0.19438
1 0.69772
2 0.03236
3 0.24695
4 0.02296
1 0.52308
2 0.01415
3 0.02637
4 0.43640
1 0.31123
2 0.08068
3 0.21914
4 0.38896
1 0.51176
2 0.09656
3 0.24675
4 0.14493
1 0.35142
2 0.11493
3 0.31178
4 0.22187
1 0.54471
2 0.27444
3 0.11265
4 0.06821
1 0.48584
2 0.13919
3 0.12866
4 0.24631
1 0.47987
2 0.00797
3 0.44340
4 0.06876
1 0.97392
2 0.00700
3 0.00496
4 0.01411
1 0.34125
2 0.11972
3 0.34364
4 0.19539
1 0.45439
2 0.09280
3 0.29981
4 0.15299
1 0.67227
2 0.06779
3 0.01700
4 0.24294
1 0.86689
2 0.00014
3 0.00010
4 0.13287
1 0.15287
2 0.17715
3 0.20157
4 0.46841
1 0.96654
2 0.00859
3 0.01223
4 0.01265
1 0.39653
2 0.00397
3 0.53654
4 0.06296
1 0.48065
2 0.07412
3 0.23269
4 0.21253
1 0.52362
2 0.01921
3 0.00217
4 0.45500
1 0.63945
2 0.25363
3 0.07757
4 0.02934
1 0.44400
2 0.08331
3 0.24486
4 0.22784
1 0.45842
2 0.09816
3 0.29673
4 0.14669
1 0.56643
2 0.00739
3 0.33386
4 0.09233
1 0.16477
2 0.22921
3 0.58546
4 0.02056
1 0.67563
2 0.08312
3 0.16542
4 0.07583
1 0.50191
2 0.03554
3 0.41934
4 0.04322
1 0.53725
2 0.06484
3 0.20363
4 0.19429
1 0.55125
2 0.03540
3 0.04149
4 0.37186
1 0.45010
2 0.00900
3 0.00213
4 0.53878
1 0.57966
2 0.01502
3 0.21756
4 0.18775
1 0.51027
2 0.08912
3 0.31558
4 0.08503
1 0.43222
2 0.03423
3 0.04673
4 0.48682
1 0.91332
2 0.00594
3 0.01896
4 0.06177
1 0.62234
2 0.05517
3 0.10273
4 0.21976
1 0.39362
2 0.06668
3 0.46774
4 0.07196
1 0.96835
2 0.00704
3 0.00412
4 0.02049
1 0.77757
2 0.03123
3 0.14800
4 0.04320
1 0.55212
2 0.28929
3 0.09618
4 0.06241
1 0.63634
2 0.25509
3 0.07846
4 0.03011
1 0.43157
2 0.00750
3 0.15424
4 0.40669
1 0.23827
2 0.08346
3 0.60406
4 0.07420
1 0.74523
2 0.08706
3 0.13601
4 0.03170
1 0.42720
2 0.09685
3 0.34996
4 0.12599
1 0.61528
2 0.03589
3 0.06743
4 0.28140
1 0.34963
2 0.00704
3 0.00191
4 0.64143
1 0.32252
2 0.01563
3 0.55729
4 0.10456
1 0.84231
2 0.00410
3 0.00124
4 0.15234
1 0.61675
2 0.06837
3 0.03908
4 0.27579
1 0.43190
2 0.09377
3 0.34817
4 0.12616
1 0.34092
2 0.04147
3 0.01177
4 0.60584
1 0.65743
2 0.05148
3 0.05776
4 0.23332
1 0.42398
2 0.01050
3 0.00179
4 0.56373
1 0.90108
2 0.04132
3 0.00648
4 0.05112
1 0.88561
2 0.00992
3 0.04899
4 0.05548
1 0.43620
2 0.01460
3 0.00328
4 0.54593
1 0.43626
2 0.07900
3 0.27023
4 0.21452
1 0.97633
2 0.00437
3 0.00186
4 0.01744
1 0.47882
2 0.01652
3 0.03199
4 0.47267
1 0.25139
2 0.44291
3 0.02946
4 0.27624
1 0.33017
2 0.02175
3 0.00270
4 0.64539
1 0.12767
2 0.46874
3 0.26974
4 0.13385
1 0.44125
2 0.01743
3 0.10336
4 0.43796
1 0.43039
2 0.09684
3 0.30953
4 0.16324
1 0.46245
2 0.09362
3 0.25973
4 0.18419
1 0.68598
2 0.00602
3 0.00423
4 0.30376
1 0.44162
2 0.08675
3 0.41373
4 0.05790
1 0.52187
2 0.09220
3 0.29037
4 0.09556
1 0.52089
2 0.10034
3 0.24799
4 0.13078
1 0.96250
2 0.00819
3 0.01096
4 0.01835
1 0.40896
2 0.09368
3 0.06935
4 0.42801
1 0.49315
2 0.10082
3 0.32470
4 0.08133
1 0.52260
2 0.10687
3 0.32872
4 0.04182
1 0.43360
2 0.00685
3 0.20143
4 0.35812
1 0.99691
2 0.00134
3 0.00040
4 0.00135
1 0.57651
2 0.09100
3 0.01890
4 0.31358
1 0.59950
2 0.04858
3 0.16802
4 0.18390
1 0.91499
2 0.04812
3 0.02748
4 0.00941
1 0.98734
2 0.00366
3 0.00087
4 0.00813
1 0.44186
2 0.08301
3 0.29049
4 0.18464
1 0.42547
2 0.08337
3 0.26879
4 0.22237
1 0.96804
2 0.00550
3 0.01412
4 0.01235
1 0.69242
2 0.04422
3 0.01816
4 0.24520
1 0.47461
2 0.08947
3 0.31815
4 0.11778
1 0.52355
2 0.01404
3 0.18446
4 0.27795
1 0.23519
2 0.06263
3 0.37271
4 0.32947
1 0.46681
2 0.05001
3 0.01294
4 0.47025
1 0.25119
2 0.00023
3 0.74029
4 0.00829
1 0.47183
2 0.07240
3 0.10548
4 0.35029
1 0.33843
2 0.01513
3 0.00212
4 0.64432
1 0.38135
2 0.04210
3 0.07434
4 0.50220
1 0.17129
2 0.12876
3 0.32857
4 0.37139
1 0.34715
2 0.00737
3 0.27571
4 0.36977
1 0.42744
2 0.08465
3 0.29971
4 0.18820
1 0.71056
2 0.02721
3 0.16289
4 0.09935
1 0.43371
2 0.09567
3 0.31272
4 0.15790
1 0.44123
2 0.00840
3 0.01867
4 0.53170
1 0.26623
2 0.00470
3 0.71299
4 0.01609
1 0.46464
2 0.00504
3 0.00136
4 0.52896
1 0.37888
2 0.05691
3 0.01799
4 0.54622
1 0.98947
2 0.00181
3 0.00033
4 0.00840
1 0.58369
2 0.09071
3 0.00671
4 0.31888
1 0.77731
2 0.03267
3 0.06584
4 0.12419
1 0.50783
2 0.10482
3 0.31820
4 0.06914
1 0.50314
2 0.09111
3 0.20828
4 0.19747
1 0.47878
2 0.02784
3 0.03722
4 0.45616
1 0.61115
2 0.04083
3 0.02079
4 0.32724
1 0.14882
2 0.28361
3 0.24288
4 0.32469
1 0.46401
2 0.09280
3 0.24917
4 0.19403
1 0.53462
2 0.09990
3 0.24934
4 0.11615
1 0.33732
2 0.01997
3 0.00257
4 0.64014
1 0.64625
2 0.24428
3 0.07963
4 0.02985
1 0.44247
2 0.10636
3 0.30981
4 0.14135
1 0.34773
2 0.01207
3 0.00177
4 0.63844
1 0.32844
2 0.10651
3 0.39432
4 0.17073
1 0.56888
2 0.28028
3 0.09173
4 0.05911
1 0.93151
2 0.01799
3 0.01354
4 0.03695
1 0.68068
2 0.03707
3 0.02108
4 0.26117
1 0.13932
2 0.27984
3 0.19443
4 0.38642
1 0.37212
2 0.01255
3 0.43047
4 0.18486
1 0.54047
2 0.01245
3 0.00311
4 0.44396
1 0.15396
2 0.14505
3 0.26288
4 0.43812
1 0.36225
2 0.00730
3 0.05310
4 0.57735
1 0.27640
2 0.32085
3 0.20900
4 0.19375
1 0.67683
2 0.05882
3 0.17134
4 0.09301
1 0.87624
2 0.00328
3 0.00127
4 0.11921
1 0.45347
2 0.08938
3 0.29354
4 0.16361
1 0.49799
2 0.09874
3 0.25979
4 0.14348
1 0.91818
2 0.00709
3 0.00384
4 0.07089
1 0.53763
2 0.06974
3 0.04988
4 0.34275
1 0.35556
2 0.02667
3 0.53825
4 0.07952
1 0.43739
2 0.09311
3 0.42033
4 0.04917
1 0.53433
2 0.08717
3 0.28115
4 0.09735
1 0.57595
2 0.01356
3 0.04312
4 0.36736
1 0.40908
2 0.42724
3 0.12542
4 0.03826
1 0.49608
2 0.02339
3 0.01798
4 0.46254
1 0.47136
2 0.08021
3 0.18021
4 0.26822
1 0.99224
2 0.00188
3 0.00074
4 0.00515
1 0.55112
2 0.04728
3 0.40094
4 0.00066
1 0.50547
2 0.01828
3 0.03510
4 0.44115
1 0.45571
2 0.08621
3 0.28312
4 0.17496
1 0.69824
2 0.07005
3 0.00753
4 0.22418
1 0.47501
2 0.04258
3 0.05869
4 0.42372
1 0.53880
2 0.05188
3 0.04530
4 0.36402
1 0.36871
2 0.00399
3 0.45532
4 0.17198
1 0.95885
2 0.01458
3 0.00292
4 0.02366
1 0.48971
2 0.05162
3 0.43155
4 0.02711
1 0.37178
2 0.02210
3 0.00205
4 0.60406
1 0.24566
2 0.00271
3 0.69473
4 0.05689
1 0.56408
2 0.13664
3 0.15842
4 0.14086
1 0.11141
2 0.80241
3 0.06233
4 0.02385
1 0.37767
2 0.00665
3 0.00113
4 0.61454
1 0.34217
2 0.01516
3 0.53466
4 0.10801
1 0.45554
2 0.00456
3 0.00123
4 0.53866
1 0.50223
2 0.07662
3 0.09714
4 0.32401
1 0.46418
2 0.08526
3 0.23446
4 0.21610
1 0.97969
2 0.01159
3 0.00141
4 0.00731
1 0.30240
2 0.07076
3 0.02210
4 0.60475
1 0.45946
2 0.07778
3 0.18725
4 0.27552
1 0.45379
2 0.05561
3 0.23423
4 0.25637
1 0.53025
2 0.09422
3 0.22777
4 0.14776
1 0.26793
2 0.34692
3 0.07616
4 0.30899
1 0.28242
2 0.00505
3 0.00242
4 0.71011
1 0.48638
2 0.09417
3 0.38509
4 0.03436
1 0.52708
2 0.02847
3 0.23474
4 0.20971
1 0.85703
2 0.00250
3 0.00060
4 0.13987
1 0.41176
2 0.06790
3 0.34489
4 0.17546
1 0.30905
2 0.00662
3 0.58392
4 0.10041
1 0.29934
2 0.07001
3 0.20685
4 0.42381
1 0.37499
2 0.09912
3 0.14080
4 0.38509
1 0.24849
2 0.49822
3 0.02653
4 0.22675
1 0.44777
2 0.06635
3 0.17776
4 0.30812
1 0.99407
2 0.00094
3 0.00082
4 0.00417
1 0.26432
2 0.00988
3 0.00241
4 0.72339
1 0.65667
2 0.09066
3 0.04896
4 0.20371
1 0.37701
2 0.00948
3 0.00115
4 0.61236
1 0.40797
2 0.00777
3 0.00232
4 0.58194
1 0.48348
2 0.00790
3 0.00357
4 0.50505
1 0.45805
2 0.00846
3 0.00205
4 0.53145
1 0.31388
2 0.02012
3 0.57459
4 0.09140
1 0.41226
2 0.09129
3 0.28702
4 0.20943
1 0.42722
2 0.08666
3 0.26951
4 0.21662
1 0.34503
2 0.00378
3 0.00521
4 0.64597
1 0.59969
2 0.04152
3 0.03714
4 0.32165
1 0.37994
2 0.02048
3 0.02135
4 0.57823
1 0.94005
2 0.01102
3 0.00319
4 0.04574
1 0.45641
2 0.08799
3 0.27663
4 0.17897
1 0.32983
2 0.01014
3 0.00279
4 0.65724
1 0.32059
2 0.02297
3 0.00324
4 0.65320
1 0.56416
2 0.28600
3 0.09196
4 0.05788
1 0.38049
2 0.00590
3 0.26832
4 0.34528
1 0.99021
2 0.00280
3 0.00054
4 0.00645
1 0.37998
2 0.00823
3 0.00272
4 0.60908
1 0.61583
2 0.00018
3 0.00008
4 0.38391
1 0.13308
2 0.53781
3 0.11182
4 0.21729
1 0.33046
2 0.01974
3 0.53000
4 0.11980
1 0.49664
2 0.09278
3 0.26707
4 0.14351
1 0.45062
2 0.02864
3 0.00140
4 0.51933
1 0.44886
2 0.00924
3 0.00449
4 0.53741
1 0.68801
2 0.05895
3 0.18896
4 0.06408
1 0.25895
2 0.00075
3 0.00020
4 0.74009
1 0.38990
2 0.03634
3 0.49347
4 0.08029
1 0.96592
2 0.02374
3 0.00864
4 0.00170
1 0.34392
2 0.00811
3 0.17217
4 0.47580
1 0.15971
2 0.20082
3 0.29598
4 0.34350
1 0.43850
2 0.05476
3 0.06119
4 0.44555
1 0.93284
2 0.01256
3 0.01916
4 0.03544
1 0.44314
2 0.08406
3 0.28419
4 0.18861
1 0.17429
2 0.32030
3 0.16767
4 0.33774
1 0.09357
2 0.00347
3 0.06925
4 0.83371
1 0.41545
2 0.08347
3 0.18202
4 0.31905
1 0.48901
2 0.09221
3 0.23355
4 0.18523
1 0.55282
2 0.06189
3 0.05613
4 0.32917
1 0.33155
2 0.00937
3 0.00147
4 0.65761
1 0.98600
2 0.00494
3 0.00095
4 0.00810
1 0.50096
2 0.10563
3 0.28065
4 0.11276
1 0.44671
2 0.01888
3 0.00937
4 0.52504
1 0.46169
2 0.09111
3 0.29940
4 0.14780
1 0.47153
2 0.06395
3 0.04903
4 0.41549
1 0.86311
2 0.00362
3 0.00147
4 0.13180
1 0.52003
2 0.06069
3 0.13284
4 0.28643
1 0.41692
2 0.00877
3 0.00193
4 0.57237
1 0.35778
2 0.00416
3 0.29377
4 0.34430
1 0.35702
2 0.04807
3 0.51510
4 0.07981
1 0.49252
2 0.02652
3 0.01273
4 0.46823
1 0.09200
2 0.12962
3 0.47981
4 0.29857
1 0.55688
2 0.03608
3 0.05182
4 0.35521
1 0.50093
2 0.08217
3 0.10923
4 0.30766
1 0.34387
2 0.03488
3 0.00180
4 0.61945
1 0.19704
2 0.02375
3 0.45673
4 0.32248
1 0.81696
2 0.03579
3 0.14440
4 0.00285
1 0.92508
2 0.00691
3 0.01259
4 0.05542
1 0.57187
2 0.01419
3 0.04221
4 0.37173
1 0.50867
2 0.06416
3 0.14219
4 0.28497
1 0.48988
2 0.00983
3 0.43106
4 0.06924
1 0.41787
2 0.09148
3 0.35101
4 0.13964
1 0.07009
2 0.17254
3 0.13397
4 0.62339
1 0.38166
2 0.08470
3 0.39674
4 0.13690
1 0.22098
2 0.00730
3 0.00339
4 0.76833
1 0.24890
2 0.16197
3 0.43957
4 0.14956
1 0.44420
2 0.01515
3 0.00206
4 0.53860
1 0.14232
2 0.02974
3 0.79248
4 0.03545
1 0.51690
2 0.07884
3 0.24835
4 0.15591
1 0.44069
2 0.02236
3 0.15484
4 0.38211
1 0.35384
2 0.02857
3 0.02698
4 0.59062
1 0.48092
2 0.02158
3 0.01562
4 0.48188
1 0.43298
2 0.02805
3 0.05207
4 0.48691
1 0.41949
2 0.09705
3 0.31183
4 0.17163
1 0.46812
2 0.00900
3 0.00772
4 0.51516
1 0.27858
2 0.07843
3 0.04123
4 0.60176
1 0.42813
2 0.01194
3 0.13685
4 0.42308
1 0.40015
2 0.01312
3 0.00815
4 0.57857
1 0.97119
2 0.00854
3 0.00209
4 0.01817
1 0.50652
2 0.09100
3 0.19556
4 0.20692
1 0.44914
2 0.00859
3 0.43327
4 0.10900
1 0.47164
2 0.09018
3 0.24572
4 0.19246
1 0.72900
2 0.04068
3 0.02089
4 0.20944
1 0.42285
2 0.00967
3 0.40446
4 0.16302
1 0.43357
2 0.06756
3 0.13252
4 0.36635
1 0.46446
2 0.02044
3 0.31926
4 0.19585
1 0.45743
2 0.09833
3 0.31399
4 0.13026
1 0.48799
2 0.09626
3 0.20104
4 0.21471
1 0.43057
2 0.01232
3 0.24446
4 0.31265
1 0.45607
2 0.04248
3 0.15603
4 0.34542
1 0.45696
2 0.08633
3 0.40587
4 0.05084
1 0.69088
2 0.01969
3 0.00556
4 0.28386
1 0.43308
2 0.08929
3 0.32403
4 0.15360
1 0.43205
2 0.11698
3 0.32731
4 0.12366
1 0.59943
2 0.16744
3 0.07200
4 0.16113
1 0.52433
2 0.12896
3 0.17739
4 0.16932
1 0.44968
2 0.06816
3 0.12542
4 0.35673
1 0.14772
2 0.00747
3 0.61444
4 0.23037
1 0.96651
2 0.00933
3 0.00749
4 0.01667
1 0.43406
2 0.01175
3 0.00238
4 0.55181
1 0.51005
2 0.07708
3 0.25243
4 0.16044
1 0.44920
2 0.01141
3 0.00284
4 0.53655
1 0.41400
2 0.06967
3 0.43483
4 0.08149
1 0.55741
2 0.04320
3 0.04892
4 0.35047
1 0.43196
2 0.15434
3 0.23763
4 0.17607
1 0.24485
2 0.00078
3 0.00018
4 0.75418
1 0.36828
2 0.09499
3 0.44054
4 0.09619
1 0.45494
2 0.03317
3 0.38505
4 0.12684
1 0.79488
2 0.01958
3 0.00382
4 0.18172
1 0.51825
2 0.03038
3 0.40994
4 0.04143
1 0.49311
2 0.05170
3 0.42729
4 0.02791
1 0.99479
2 0.00258
3 0.00037
4 0.00225
1 0.45831
2 0.03852
3 0.04779
4 0.45538
1 0.43127
2 0.03883
3 0.45187
4 0.07803
1 0.45743
2 0.04527
3 0.43580
4 0.06150
1 0.45280
2 0.08620
3 0.29263
4 0.16837
1 0.09893
2 0.11197
3 0.02532
4 0.76379
1 0.86996
2 0.02993
3 0.01967
4 0.08044
1 0.62592
2 0.03927
3 0.09541
4 0.23940
1 0.35418
2 0.01335
3 0.00413
4 0.62835
1 0.26508
2 0.08034
3 0.05327
4 0.60131
1 0.95149
2 0.03635
3 0.00954
4 0.00261
1 0.54584
2 0.09002
3 0.19702
4 0.16712
1 0.41587
2 0.00968
3 0.20964
4 0.36482
1 0.53466
2 0.01148
3 0.00747
4 0.44639
1 0.69029
2 0.00158
3 0.00401
4 0.30412
1 0.99143
2 0.00379
3 0.00059
4 0.00419
1 0.35624
2 0.02592
3 0.54904
4 0.06881
1 0.10248
2 0.71609
3 0.01067
4 0.17076
1 0.55297
2 0.08791
3 0.28038
4 0.07874
1 0.61094
2 0.04134
3 0.06059
4 0.28713
1 0.63823
2 0.02761
3 0.24022
4 0.09393
1 0.55975
2 0.28792
3 0.09537
4 0.05695
1 0.99450
2 0.00267
3 0.00195
4 0.00088
1 0.53265
2 0.07247
3 0.34077
4 0.05411
1 0.29825
2 0.01196
3 0.62855
4 0.06124
1 0.50918
2 0.12369
3 0.21451
4 0.15262
1 0.50493
2 0.09435
3 0.24633
4 0.15439
1 0.06879
2 0.15990
3 0.48312
4 0.28818
1 0.49321
2 0.10551
3 0.28222
4 0.11906
1 0.24893
2 0.12730
3 0.54619
4 0.07758
1 0.39304
2 0.01366
3 0.01128
4 0.58203
1 0.55975
2 0.07171
3 0.19027
4 0.17826
1 0.52630
2 0.08926
3 0.19651
4 0.18793
1 0.34546
2 0.00987
3 0.00151
4 0.64317
1 0.46986
2 0.29016
3 0.18157
4 0.05841
1 0.46925
2 0.07668
3 0.15786
4 0.29622
1 0.42257
2 0.01826
3 0.00346
4 0.55572
1 0.11448
2 0.74243
3 0.01701
4 0.12607
1 0.41028
2 0.00719
3 0.18517
4 0.39736
1 0.53910
2 0.10807
3 0.29333
4 0.05949
1 0.39442
2 0.00818
3 0.00156
4 0.59584
1 0.51883
2 0.06395
3 0.22284
4 0.19438
1 0.48917
2 0.00751
3 0.00422
4 0.49910
1 0.38714
2 0.10083
3 0.23734
4 0.27469
1 0.36831
2 0.01592
3 0.01000
4 0.60577
1 0.44066
2 0.01732
3 0.18348
4 0.35853
1 0.41311
2 0.02827
3 0.00687
4 0.55174
1 0.37756
2 0.01470
3 0.06290
4 0.54485
1 0.67588
2 0.02943
3 0.05439
4 0.24030
1 0.54438
2 0.05173
3 0.07220
4 0.33169
1 0.51602
2 0.07983
3 0.24624
4 0.15791
1 0.51406
2 0.09588
3 0.31243
4 0.07763
1 0.29206
2 0.01540
3 0.00209
4 0.69045
1 0.47289
2 0.09699
3 0.19406
4 0.23606
1 0.58184
2 0.00062
3 0.00075
4 0.41679
1 0.43934
2 0.08716
3 0.33192
4 0.14159
1 0.52247
2 0.07286
3 0.09224
4 0.31243
1 0.53642
2 0.08792
3 0.22176
4 0.15390
1 0.33710
2 0.05053
3 0.14117
4 0.47119
1 0.61943
2 0.07491
3 0.14052
4 0.16514
1 0.33109
2 0.17853
3 0.44383
4 0.04656
1 0.33109
2 0.02091
3 0.00255
4 0.64544
1 0.33622
2 0.01105
3 0.00290
4 0.64982
1 0.36531
2 0.02068
3 0.00912
4 0.60489
1 0.52823
2 0.08711
3 0.20164
4 0.18302
1 0.07790
2 0.01041
3 0.62887
4 0.28282
1 0.09028
2 0.69674
3 0.01092
4 0.20206
1 0.09845
2 0.77337
3 0.01356
4 0.11462
1 0.54232
2 0.04757
3 0.06449
4 0.34562
1 0.46687
2 0.09387
3 0.30752
4 0.13174
1 0.41828
2 0.09265
3 0.29795
4 0.19113
1 0.52356
2 0.09132
3 0.27822
4 0.10689
1 0.47518
2 0.06512
3 0.37720
4 0.08250
1 0.69938
2 0.00721
3 0.00483
4 0.28858
1 0.48060
2 0.01798
3 0.29712
4 0.20430
1 0.88139
2 0.04184
3 0.01697
4 0.05980
1 0.45215
2 0.11960
3 0.06643
4 0.36183
1 0.61804
2 0.26666
3 0.08352
4 0.03178
1 0.48379
2 0.14925
3 0.21715
4 0.14981
1 0.41576
2 0.00819
3 0.25069
4 0.32535
1 0.92967
2 0.00882
3 0.00235
4 0.05916
1 0.45780
2 0.08059
3 0.22298
4 0.23863
1 0.49030
2 0.09065
3 0.38524
4 0.03381
1 0.53459
2 0.08960
3 0.19896
4 0.17685
1 0.39509
2 0.01257
3 0.00431
4 0.58803
1 0.49628
2 0.09072
3 0.26131
4 0.15168
1 0.27096
2 0.01775
3 0.38804
4 0.32324
1 0.43723
2 0.08507
3 0.20266
4 0.27503
1 0.58147
2 0.15574
3 0.08801
4 0.17478
1 0.39174
2 0.03553
3 0.49096
4 0.08177
1 0.35516
2 0.00647
3 0.00234
4 0.63603
1 0.75712
2 0.00142
3 0.00026
4 0.24120
1 0.89510
2 0.00577
3 0.00176
4 0.09737
1 0.51954
2 0.01135
3 0.00263
4 0.46649
1 0.32821
2 0.01640
3 0.01611
4 0.63928
1 0.38375
2 0.02675
3 0.50564
4 0.08386
1 0.40362
2 0.01441
3 0.20950
4 0.37247
1 0.33004
2 0.01201
3 0.04781
4 0.61015
1 0.53292
2 0.05843
3 0.04813
4 0.36052
1 0.48756
2 0.00845
3 0.00342
4 0.50057
1 0.57378
2 0.07941
3 0.13898
4 0.20782
1 0.32569
2 0.07091
3 0.03566
4 0.56773
1 0.40668
2 0.00608
3 0.00220
4 0.58504
1 0.60017
2 0.15816
3 0.09014
4 0.15153
1 0.42122
2 0.05524
3 0.32588
4 0.19765
1 0.34058
2 0.01506
3 0.53641
4 0.10795
1 0.52857
2 0.01250
3 0.00716
4 0.45177
1 0.43761
2 0.02434
3 0.47742
4 0.06063
1 0.98257
2 0.01262
3 0.00071
4 0.00409
1 0.46467
2 0.06781
3 0.43560
4 0.03192
1 0.15426
2 0.24265
3 0.17791
4 0.42518
1 0.72670
2 0.06292
3 0.02469
4 0.18570
1 0.48253
2 0.08842
3 0.27103
4 0.15801
1 0.38486
2 0.01076
3 0.23364
4 0.37074
1 0.72671
2 0.04446
3 0.05823
4 0.17059
1 0.42072
2 0.11392
3 0.04411
4 0.42125
1 0.47354
2 0.09954
3 0.30636
4 0.12056
1 0.57279
2 0.09603
3 0.19585
4 0.13532
1 0.56905
2 0.04245
3 0.05431
4 0.33419
1 0.32016
2 0.12226
3 0.51334
4 0.04425
1 0.51212
2 0.07628
3 0.25820
4 0.15340
1 0.40718
2 0.01282
3 0.00182
4 0.57818
1 0.44555
2 0.03604
3 0.40626
4 0.11214
1 0.49636
2 0.00996
3 0.00565
4 0.48802
1 0.36564
2 0.01085
3 0.26234
4 0.36117
1 0.38862
2 0.01953
3 0.00335
4 0.58850
1 0.79331
2 0.02171
3 0.01186
4 0.17312
1 0.48997
2 0.05168
3 0.43125
4 0.02710
1 0.54067
2 0.03638
3 0.03939
4 0.38356
1 0.48528
2 0.08346
3 0.24024
4 0.19103
1 0.36379
2 0.00428
3 0.27778
4 0.35415
1 0.58348
2 0.06252
3 0.22063
4 0.13337
1 0.48757
2 0.06135
3 0.40374
4 0.04734
1 0.52861
2 0.08085
3 0.21579
4 0.17474
1 0.11966
2 0.00153
3 0.06416
4 0.81464
1 0.72443
2 0.06002
3 0.15380
4 0.06175
1 0.41583
2 0.00809
3 0.18173
4 0.39435
1 0.69698
2 0.12798
3 0.16068
4 0.01435
1 0.93886
2 0.01181
3 0.04187
4 0.00746
1 0.35619
2 0.00857
3 0.00221
4 0.63303
1 0.41190
2 0.10214
3 0.33922
4 0.14675
1 0.41534
2 0.08579
3 0.17187
4 0.32701
1 0.34054
2 0.00810
3 0.00524
4 0.64611
1 0.51031
2 0.04404
3 0.35491
4 0.09074
1 0.35531
2 0.01179
3 0.00180
4 0.63110
1 0.36133
2 0.02525
3 0.05006
4 0.56335
1 0.47154
2 0.08905
3 0.25650
4 0.18292
1 0.42935
2 0.00842
3 0.00183
4 0.56040
1 0.46970
2 0.00724
3 0.00192
4 0.52114
1 0.41921
2 0.09349
3 0.31598
4 0.17131
1 0.43010
2 0.06467
3 0.20331
4 0.30191
1 0.48863
2 0.01820
3 0.24345
4 0.24972
1 0.65775
2 0.00556
3 0.00577
4 0.33091
1 0.57879
2 0.07121
3 0.08237
4 0.26762
1 0.41533
2 0.00599
3 0.33204
4 0.24664
1 0.48620
2 0.02570
3 0.00632
4 0.48179
1 0.52890
2 0.00205
3 0.39857
4 0.07048
1 0.70818
2 0.00166
3 0.28484
4 0.00532
1 0.47009
2 0.07657
3 0.20725
4 0.24609
1 0.47991
2 0.08684
3 0.24140
4 0.19186
1 0.82013
2 0.04519
3 0.08740
4 0.04729
1 0.33185
2 0.00768
3 0.00399
4 0.65648
1 0.11430
2 0.27745
3 0.15474
4 0.45351
1 0.40491
2 0.03767
3 0.49085
4 0.06658
1 0.37316
2 0.00768
3 0.17829
4 0.44088
1 0.54361
2 0.10560
3 0.19040
4 0.16040
1 0.39395
2 0.01830
3 0.19009
4 0.39766
1 0.74959
2 0.04167
3 0.01516
4 0.19358
1 0.37899
2 0.00794
3 0.00350
4 0.60958
1 0.14782
2 0.35678
3 0.30095
4 0.19444
