type pcts
2 0.01557
3 0.00205
4 0.61932
1 0.13493
2 0.70229
3 0.15175
4 0.01104
1 0.46387
2 0.10683
3 0.11941
4 0.30990
1 0.32277
2 0.03077
3 0.63837
4 0.00809
1 0.64224
2 0.26313
3 0.06675
4 0.02788
1 0.47127
2 0.10568
3 0.25588
4 0.16716
1 0.85484
2 0.02448
3 0.01104
4 0.10964
1 0.40896
2 0.01398
3 0.02842
4 0.54863
1 0.79384
2 0.05392
3 0.02091
4 0.13133
1 0.51545
2 0.00533
3 0.00023
4 0.47899
1 0.42271
2 0.08857
3 0.35195
4 0.13677
1 0.97614
2 0.00512
3 0.01404
4 0.00469
1 0.32917
2 0.01137
3 0.00312
4 0.65634
1 0.35110
2 0.01465
3 0.00137
4 0.63288
1 0.48744
2 0.00641
3 0.23385
4 0.27230
1 0.98632
2 0.00947
3 0.00244
4 0.00177
1 0.05905
2 0.89484
3 0.02362
4 0.02248
1 0.64014
2 0.03269
3 0.04041
4 0.28675
1 0.44223
2 0.01204
3 0.06142
4 0.48432
1 0.65773
2 0.03703
3 0.00565
4 0.29959
1 0.22311
2 0.00604
3 0.00174
4 0.76911
1 0.86052
2 0.10227
3 0.02496
4 0.01225
1 0.56176
2 0.16458
3 0.20539
4 0.06827
1 0.88539
2 0.01955
3 0.04601
4 0.04905
1 0.48928
2 0.07504
3 0.12663
4 0.30904
1 0.84326
2 0.01495
3 0.02763
4 0.11416
1 0.47132
2 0.08144
3 0.25922
4 0.18802
1 0.38691
2 0.01293
3 0.00253
4 0.59763
1 0.42183
2 0.01766
3 0.03221
4 0.52830
1 0.72913
2 0.06862
3 0.11467
4 0.08758
1 0.53333
2 0.08072
3 0.29352
4 0.09243
1 0.44701
2 0.01334
3 0.32065
4 0.21900
1 0.43478
2 0.10942
3 0.19603
4 0.25977
1 0.69226
2 0.05107
3 0.01781
4 0.23886
1 0.80313
2 0.00310
3 0.00234
4 0.19143
1 0.59265
2 0.05991
3 0.27426
4 0.07318
1 0.62581
2 0.26260
3 0.08117
4 0.03043
1 0.32661
2 0.01496
3 0.57644
4 0.08199
1 0.46696
2 0.09000
3 0.18405
4 0.25899
1 0.49507
2 0.02223
3 0.42480
4 0.05790
1 0.80059
2 0.02916
3 0.01635
4 0.15389
1 0.68331
2 0.01483
3 0.17211
4 0.12975
1 0.93581
2 0.00969
3 0.00260
4 0.05189
1 0.66343
2 0.17690
3 0.07398
4 0.08568
1 0.40956
2 0.07355
3 0.43423
4 0.08267
1 0.61017
2 0.09628
3 0.03022
4 0.26332
1 0.98829
2 0.00366
3 0.00220
4 0.00585
1 0.55873
2 0.02210
3 0.03887
4 0.38029
1 0.96894
2 0.00970
3 0.00225
4 0.01911
1 0.36352
2 0.06495
3 0.19536
4 0.37617
1 0.21215
2 0.02191
3 0.73794
4 0.02799
1 0.91094
2 0.02654
3 0.04102
4 0.02150
1 0.88892
2 0.02213
3 0.01945
4 0.06951
1 0.84037
2 0.04323
3 0.05733
4 0.05908
1 0.36311
2 0.00621
3 0.22040
4 0.41028
1 0.18586
2 0.19760
3 0.36763
4 0.24891
1 0.46693
2 0.04985
3 0.43947
4 0.04375
1 0.36145
2 0.01383
3 0.02627
4 0.59845
1 0.82875
2 0.03168
3 0.02560
4 0.11398
1 0.96114
2 0.01443
3 0.00621
4 0.01823
1 0.78412
2 0.08462
3 0.01791
4 0.11335
1 0.51657
2 0.06748
3 0.12763
4 0.28832
1 0.74314
2 0.06066
3 0.05475
4 0.14144
1 0.80854
2 0.02665
3 0.14978
4 0.01503
1 0.72296
2 0.20824
3 0.05349
4 0.01531
1 0.74710
2 0.05327
3 0.03153
4 0.16809
1 0.62206
2 0.06895
3 0.11145
4 0.19755
1 0.80117
2 0.03043
3 0.12690
4 0.04150
1 0.61821
2 0.15010
3 0.17447
4 0.05722
1 0.43666
2 0.08922
3 0.30138
4 0.17274
1 0.63807
2 0.20442
3 0.12128
4 0.03623
1 0.79517
2 0.04307
3 0.09480
4 0.06697
1 0.89883
2 0.01783
3 0.06698
4 0.01635
1 0.25222
2 0.08897
3 0.59493
4 0.06388
1 0.82426
2 0.02874
3 0.02121
4 0.12579
1 0.75956
2 0.04135
3 0.01122
4 0.18786
1 0.93580
2 0.02613
3 0.01948
4 0.01859
1 0.51717
2 0.07376
3 0.24718
4 0.16189
1 0.90910
2 0.02129
3 0.05637
4 0.01325
1 0.99462
2 0.00233
3 0.00075
4 0.00231
1 0.00668
2 0.74082
3 0.22183
4 0.03068
1 0.94717
2 0.01594
3 0.00514
4 0.03175
1 0.50990
2 0.31333
3 0.04510
4 0.13167
1 0.92864
2 0.01644
3 0.00383
4 0.05110
1 0.89379
2 0.01314
3 0.08101
4 0.01205
1 0.57241
2 0.04899
3 0.04846
4 0.33014
1 0.76229
2 0.07980
3 0.02379
4 0.13412
1 0.43168
2 0.08102
3 0.24481
4 0.24249
1 0.47092
2 0.08824
3 0.22732
4 0.21351
1 0.34389
2 0.00098
3 0.00034
4 0.65479
1 0.40614
2 0.14093
3 0.07144
4 0.38150
1 0.53839
2 0.01413
3 0.02446
4 0.42302
1 0.08523
2 0.78738
3 0.11015
4 0.01725
1 0.86728
2 0.04990
3 0.01262
4 0.07019
1 0.87520
2 0.03030
3 0.00734
4 0.08716
1 0.99740
2 0.00067
3 0.00034
4 0.00159
1 0.90969
2 0.03533
3 0.03940
4 0.01557
1 0.96132
2 0.02544
3 0.00840
4 0.00485
1 0.56653
2 0.06874
3 0.18743
4 0.17730
1 0.58846
2 0.11894
3 0.16963
4 0.12296
1 0.45286
2 0.09389
3 0.24517
4 0.20809
1 0.35923
2 0.00792
3 0.00401
4 0.62884
1 0.64301
2 0.07619
3 0.26880
4 0.01200
1 0.37157
2 0.00713
3 0.00652
4 0.61479
1 0.24480
2 0.00069
3 0.00019
4 0.75431
1 0.93668
2 0.01689
3 0.01549
4 0.03094
1 0.97189
2 0.01012
3 0.00556
4 0.01243
1 0.39642
2 0.00802
3 0.00146
4 0.59410
1 0.55760
2 0.28703
3 0.09722
4 0.05815
1 0.85454
2 0.02813
3 0.06991
4 0.04742
1 0.57675
2 0.00649
3 0.39817
4 0.01859
1 0.43607
2 0.05611
3 0.48485
4 0.02297
1 0.28703
2 0.00741
3 0.00235
4 0.70322
1 0.55572
2 0.04511
3 0.28582
4 0.11336
1 0.81394
2 0.03410
3 0.01600
4 0.13596
1 0.40536
2 0.00630
3 0.00151
4 0.58683
1 0.71376
2 0.09092
3 0.06672
4 0.12860
1 0.95496
2 0.00652
3 0.00833
4 0.03019
1 0.99455
2 0.00193
3 0.00035
4 0.00317
1 0.40662
2 0.01557
3 0.00989
4 0.56791
1 0.44872
2 0.11694
3 0.06127
4 0.37307
1 0.39456
2 0.00651
3 0.51484
4 0.08409
1 0.69113
2 0.03639
3 0.14897
4 0.12351
1 0.88685
2 0.00467
3 0.00330
4 0.10517
1 0.33830
2 0.41664
3 0.14427
4 0.10079
1 0.38391
2 0.01019
3 0.00347
4 0.60243
1 0.91819
2 0.02127
3 0.03541
4 0.02513
1 0.86464
2 0.01436
3 0.02755
4 0.09345
1 0.45642
2 0.02410
3 0.35314
4 0.16635
1 0.48243
2 0.08207
3 0.39735
4 0.03815
1 0.99441
2 0.00183
3 0.00018
4 0.00358
1 0.54379
2 0.02396
3 0.32823
4 0.10402
1 0.99249
2 0.00203
3 0.00320
4 0.00228
1 0.32444
2 0.01251
3 0.56709
4 0.09597
1 0.71729
2 0.12546
3 0.03257
4 0.12467
1 0.40908
2 0.09121
3 0.46989
4 0.02982
1 0.56836
2 0.29282
3 0.09935
4 0.03947
1 0.81024
2 0.14265
3 0.04137
4 0.00574
1 0.45860
2 0.08330
3 0.41770
4 0.04040
1 0.87460
2 0.02446
3 0.00929
4 0.09165
1 0.95525
2 0.01257
3 0.00774
4 0.02444
1 0.83525
2 0.03624
3 0.03075
4 0.09776
1 0.90665
2 0.07223
3 0.00295
4 0.01816
1 0.83600
2 0.02745
3 0.09018
4 0.04636
1 0.85423
2 0.08447
3 0.03658
4 0.02471
1 0.91642
2 0.00967
3 0.06299
4 0.01091
1 0.74154
2 0.16589
3 0.05662
4 0.03595
1 0.45696
2 0.07966
3 0.18775
4 0.27562
1 0.96247
2 0.01013
3 0.00864
4 0.01875
1 0.42889
2 0.08766
3 0.34443
4 0.13902
1 0.45017
2 0.07818
3 0.27424
4 0.19741
1 0.68423
2 0.04920
3 0.15111
4 0.11546
1 0.88345
2 0.02973
3 0.01659
4 0.07023
1 0.96538
2 0.00801
3 0.00346
4 0.02315
1 0.39844
2 0.01521
3 0.11271
4 0.47364
1 0.62063
2 0.18422
3 0.07688
4 0.11828
1 0.62716
2 0.04570
3 0.24011
4 0.08703
1 0.49124
2 0.01487
3 0.02563
4 0.46826
1 0.55567
2 0.03026
3 0.03467
4 0.37940
1 0.69355
2 0.06621
3 0.15259
4 0.08766
1 0.59216
2 0.06231
3 0.10750
4 0.23802
1 0.48840
2 0.01133
3 0.27291
4 0.22736
1 0.97357
2 0.01063
3 0.00409
4 0.01171
1 0.54924
2 0.01897
3 0.14916
4 0.28262
1 0.12377
2 0.77552
3 0.07862
4 0.02208
1 0.92616
2 0.01564
3 0.04515
4 0.01305
1 0.61860
2 0.09473
3 0.03768
4 0.24899
1 0.38764
2 0.01375
3 0.50058
4 0.09803
1 0.38005
2 0.07833
3 0.33801
4 0.20362
1 0.70216
2 0.09774
3 0.02800
4 0.17211
1 0.61567
2 0.08654
3 0.02516
4 0.27262
1 0.83872
2 0.03003
3 0.05697
4 0.07429
1 0.67550
2 0.06768
3 0.22511
4 0.03171
1 0.28761
2 0.08877
3 0.57921
4 0.04441
1 0.33401
2 0.04418
3 0.07079
4 0.55102
1 0.42830
2 0.10628
3 0.39301
4 0.07240
1 0.98923
2 0.00366
3 0.00061
4 0.00649
1 0.46432
2 0.00763
3 0.50608
4 0.02196
1 0.84449
2 0.02723
3 0.08517
4 0.04311
1 0.44209
2 0.09626
3 0.29103
4 0.17062
1 0.44201
2 0.02000
3 0.00333
4 0.53466
1 0.39784
2 0.01373
3 0.13831
4 0.45011
1 0.47689
2 0.09362
3 0.39613
4 0.03336
1 0.33366
2 0.02028
3 0.54813
4 0.09793
1 0.41888
2 0.04793
3 0.21552
4 0.31766
1 0.21857
2 0.00851
3 0.31122
4 0.46170
1 0.43228
2 0.10968
3 0.41705
4 0.04099
1 0.88205
2 0.02647
3 0.06790
4 0.02358
1 0.84520
2 0.03781
3 0.03186
4 0.08513
1 0.92418
2 0.02553
3 0.00472
4 0.04557
1 0.42520
2 0.17202
3 0.11085
4 0.29194
1 0.26121
2 0.48579
3 0.16632
4 0.08668
1 0.30025
2 0.00801
3 0.02674
4 0.66500
1 0.68412
2 0.04791
3 0.12464
4 0.14333
1 0.47270
2 0.09512
3 0.30080
4 0.13137
1 0.60406
2 0.00386
3 0.38454
4 0.00754
1 0.36530
2 0.01907
3 0.00380
4 0.61182
1 0.12481
2 0.00554
3 0.83781
4 0.03184
1 0.95744
2 0.01115
3 0.00736
4 0.02406
1 0.43811
2 0.09108
3 0.24549
4 0.22532
1 0.63409
2 0.08884
3 0.02441
4 0.25265
1 0.89401
2 0.01401
3 0.07120
4 0.02078
1 0.86033
2 0.04476
3 0.02569
4 0.06922
1 0.48175
2 0.08119
3 0.32783
4 0.10922
1 0.95657
2 0.01504
3 0.00831
4 0.02009
1 0.47518
2 0.01747
3 0.00219
4 0.50515
1 0.68334
2 0.10523
3 0.02711
4 0.18432
1 0.39909
2 0.03943
3 0.32517
4 0.23632
1 0.81099
2 0.00062
3 0.01653
4 0.17185
1 0.91743
2 0.02226
3 0.03648
4 0.02383
1 0.74578
2 0.04180
3 0.02683
4 0.18559
1 0.67554
2 0.03341
3 0.02390
4 0.26716
1 0.34542
2 0.01252
3 0.58711
4 0.05495
1 0.19088
2 0.10498
3 0.67065
4 0.03349
1 0.66494
2 0.04546
3 0.09734
4 0.19226
1 0.64383
2 0.03089
3 0.02060
4 0.30468
1 0.46862
2 0.00347
3 0.51602
4 0.01189
1 0.82342
2 0.01346
3 0.08323
4 0.07989
1 0.00529
2 0.00362
3 0.00469
4 0.98640
1 0.40772
2 0.00807
3 0.00293
4 0.58128
1 0.51933
2 0.05231
3 0.37043
4 0.05794
1 0.43021
2 0.07744
3 0.17064
4 0.32171
1 0.27824
2 0.09701
3 0.53289
4 0.09186
1 0.96386
2 0.00583
3 0.00190
4 0.02841
1 0.63442
2 0.19489
3 0.11232
4 0.05837
1 0.52603
2 0.17181
3 0.03700
4 0.26515
1 0.39677
2 0.25559
3 0.22203
4 0.12560
1 0.37922
2 0.14623
3 0.38768
4 0.08687
1 0.94802
2 0.01121
3 0.03335
4 0.00743
1 0.50386
2 0.09146
3 0.22167
4 0.18301
1 0.79208
2 0.01441
3 0.00268
4 0.19082
1 0.38875
2 0.08028
3 0.23312
4 0.29784
1 0.97414
2 0.01156
3 0.00144
4 0.01286
1 0.82656
2 0.06920
3 0.02573
4 0.07851
1 0.20760
2 0.10107
3 0.66421
4 0.02712
1 0.66018
2 0.02188
3 0.00984
4 0.30810
1 0.25892
2 0.05213
3 0.64426
4 0.04469
1 0.74364
2 0.04161
3 0.03651
4 0.17824
1 0.43021
2 0.00902
3 0.00202
4 0.55875
1 0.49602
2 0.13385
3 0.22934
4 0.14079
1 0.43164
2 0.09442
3 0.32654
4 0.14740
1 0.92137
2 0.00621
3 0.04378
4 0.02864
1 0.87925
2 0.02071
3 0.06792
4 0.03212
1 0.27361
2 0.08702
3 0.43935
4 0.20001
1 0.19344
2 0.03482
3 0.71515
4 0.05659
1 0.55312
2 0.03564
3 0.38257
4 0.02867
1 0.56688
2 0.27800
3 0.09486
4 0.06025
1 0.93085
2 0.05889
3 0.00921
4 0.00105
1 0.98388
2 0.00670
3 0.00744
4 0.00198
1 0.19967
2 0.06937
3 0.71197
4 0.01898
1 0.97927
2 0.00682
3 0.00176
4 0.01215
1 0.66580
2 0.03379
3 0.02324
4 0.27717
1 0.98992
2 0.00444
3 0.00169
4 0.00396
1 0.17117
2 0.56949
3 0.23089
4 0.02845
1 0.41588
2 0.04703
3 0.48298
4 0.05411
1 0.44199
2 0.37807
3 0.04726
4 0.13267
1 0.20001
2 0.11168
3 0.00707
4 0.68124
1 0.26511
2 0.36754
3 0.31170
4 0.05564
1 0.47990
2 0.08741
3 0.41649
4 0.01619
1 0.53656
2 0.13804
3 0.26233
4 0.06307
1 0.98840
2 0.00271
3 0.00152
4 0.00738
1 0.96711
2 0.00957
3 0.00548
4 0.01783
1 0.47275
2 0.01229
3 0.07669
4 0.43827
1 0.83399
2 0.02494
3 0.09563
4 0.04545
1 0.96747
2 0.00594
3 0.01537
4 0.01121
1 0.57449
2 0.03593
3 0.05045
4 0.33913
1 0.26346
2 0.38757
3 0.06586
4 0.28311
1 0.56081
2 0.08750
3 0.17592
4 0.17576
1 0.85203
2 0.07238
3 0.01143
4 0.06416
1 0.92652
2 0.01704
3 0.03623
4 0.02022
1 0.77469
2 0.03469
3 0.13394
4 0.05668
1 0.46402
2 0.08029
3 0.42227
4 0.03342
1 0.56881
2 0.05386
3 0.17097
4 0.20635
1 0.13969
2 0.16523
3 0.50862
4 0.18646
1 0.42397
2 0.09492
3 0.31412
4 0.16700
1 0.00101
2 0.00526
3 0.04263
4 0.95110
1 0.77081
2 0.04354
3 0.02902
4 0.15663
1 0.65320
2 0.04082
3 0.01938
4 0.28660
1 0.38341
2 0.01587
3 0.00281
4 0.59791
1 0.55484
2 0.03629
3 0.20048
4 0.20840
1 0.85958
2 0.02073
3 0.09700
4 0.02269
1 0.92977
2 0.01664
3 0.00757
4 0.04602
1 0.60310
2 0.05658
3 0.20754
4 0.13278
1 0.42780
2 0.07947
3 0.21544
4 0.27729
1 0.12380
2 0.40161
3 0.18726
4 0.28732
1 0.85815
2 0.02005
3 0.08344
4 0.03836
1 0.38086
2 0.00774
3 0.06528
4 0.54612
1 0.19470
2 0.16899
3 0.39386
4 0.24246
1 0.60341
2 0.12189
3 0.18482
4 0.08989
1 0.78843
2 0.03720
3 0.11159
4 0.06277
1 0.53730
2 0.12343
3 0.09918
4 0.24010
1 0.95501
2 0.00776
3 0.02998
4 0.00726
1 0.83573
2 0.14504
1 0.65944
2 0.07228
3 0.02697
4 0.24130
1 0.89776
2 0.03245
3 0.03316
4 0.03663
1 0.33489
2 0.02898
3 0.34373
4 0.29240
1 0.06760
2 0.04371
3 0.86463
4 0.02406
1 0.55677
2 0.29626
3 0.09111
4 0.05587
1 0.43610
2 0.01876
3 0.24382
4 0.30131
1 0.79011
2 0.04677
3 0.01851
4 0.14461
1 0.70239
2 0.10374
3 0.03069
4 0.16318
1 0.60937
2 0.05283
3 0.05891
4 0.27889
1 0.93108
2 0.01540
3 0.00425
4 0.04927
1 0.45393
2 0.48093
3 0.03581
4 0.02932
1 0.71258
2 0.03719
3 0.16947
4 0.08076
1 0.10259
2 0.27567
3 0.40164
4 0.22010
1 0.53926
2 0.09165
3 0.02506
4 0.34403
1 0.35342
2 0.03962
3 0.02769
4 0.57927
1 0.38878
2 0.32727
3 0.20858
4 0.07537
1 0.58022
2 0.02833
3 0.19980
4 0.19165
1 0.67976
2 0.04669
3 0.08497
4 0.18858
1 0.52233
2 0.12424
3 0.20332
4 0.15011
1 0.81817
2 0.05178
3 0.03646
4 0.09359
1 0.84441
2 0.03086
3 0.05602
4 0.06870
1 0.50781
2 0.02290
3 0.03507
4 0.43422
1 0.47985
2 0.07643
3 0.15913
4 0.28458
1 0.65811
2 0.03444
3 0.02758
4 0.27987
1 0.53492
2 0.09526
3 0.22245
4 0.14736
1 0.78695
2 0.02864
3 0.01809
4 0.16632
1 0.42447
2 0.02143
3 0.15552
4 0.39858
1 0.19995
2 0.00802
3 0.12169
4 0.67033
1 0.55314
2 0.10372
3 0.28817
4 0.05497
1 0.45913
2 0.08635
3 0.24906
4 0.20547
1 0.55461
2 0.17187
3 0.02814
4 0.24538
1 0.68985
2 0.05780
3 0.12654
4 0.12581
1 0.94160
2 0.01767
3 0.00885
4 0.03188
1 0.58860
2 0.27240
3 0.09311
4 0.04589
1 0.95914
2 0.00741
3 0.02478
4 0.00867
1 0.54311
2 0.05895
3 0.04812
4 0.34982
1 0.46679
2 0.02307
3 0.31745
4 0.19269
1 0.88338
2 0.03669
3 0.00792
4 0.07201
1 0.62336
2 0.09233
3 0.16623
4 0.11809
1 0.39993
2 0.02334
3 0.00355
4 0.57318
1 0.55135
2 0.10091
3 0.03735
4 0.31040
1 0.30886
2 0.00770
3 0.58811
4 0.09533
1 0.57814
2 0.01328
3 0.21129
4 0.19728
1 0.78395
2 0.10034
3 0.07754
4 0.03817
1 0.97572
2 0.00879
3 0.00232
4 0.01318
1 0.80531
2 0.03537
3 0.06223
4 0.09710
1 0.23267
2 0.05756
3 0.16002
4 0.54975
1 0.50203
2 0.10406
3 0.28221
4 0.11170
1 0.80931
2 0.03908
3 0.03723
4 0.11438
1 0.41937
2 0.00874
3 0.06372
4 0.50817
1 0.62421
2 0.00545
3 0.31312
4 0.05722
1 0.43658
2 0.00605
3 0.41832
4 0.13904
1 0.40255
2 0.01769
3 0.00287
4 0.57689
1 0.40295
2 0.09418
3 0.32227
4 0.18059
1 0.72677
2 0.17368
3 0.08209
4 0.01746
1 0.67039
2 0.01759
3 0.26047
4 0.05155
1 0.74213
2 0.01294
3 0.05789
4 0.18704
1 0.87261
2 0.03442
3 0.02641
4 0.06656
1 0.40222
2 0.02016
3 0.48138
4 0.09624
1 0.49887
2 0.08384
3 0.30753
4 0.10977
1 0.81666
2 0.04027
3 0.12047
4 0.02260
1 0.43076
2 0.01988
3 0.12764
4 0.42172
1 0.46378
2 0.07386
3 0.15924
4 0.30311
1 0.48602
2 0.02780
3 0.04151
4 0.44468
1 0.48336
2 0.08353
3 0.26479
4 0.16832
1 0.96914
2 0.00292
3 0.02075
4 0.00719
1 0.46162
2 0.12302
3 0.06101
4 0.35436
1 0.42201
2 0.01043
3 0.00259
4 0.56497
1 0.96192
2 0.01355
3 0.00149
4 0.02304
1 0.56594
2 0.00360
3 0.41564
4 0.01483
1 0.69520
2 0.09279
3 0.03381
4 0.17820
1 0.81788
2 0.07437
3 0.02933
4 0.07842
1 0.93080
2 0.04679
3 0.01450
4 0.00791
1 0.63126
2 0.26471
3 0.07685
4 0.02718
1 0.94703
2 0.01849
3 0.01005
4 0.02443
1 0.40259
2 0.00959
3 0.27309
4 0.31473
1 0.47086
2 0.02826
3 0.03755
4 0.46334
1 0.40047
2 0.01325
3 0.15891
4 0.42737
1 0.30600
2 0.01891
3 0.44907
4 0.22602
1 0.46332
2 0.09388
3 0.25997
4 0.18283
1 0.78413
2 0.03480
3 0.09271
4 0.08835
1 0.67274
2 0.05173
3 0.19698
4 0.07855
1 0.35757
2 0.09147
3 0.04341
4 0.50755
1 0.35688
2 0.00529
3 0.30808
4 0.32975
1 0.79493
2 0.15162
3 0.02663
4 0.02682
1 0.45888
2 0.01701
3 0.01266
4 0.51145
1 0.50037
2 0.07633
3 0.23481
4 0.18849
1 0.61853
2 0.05315
3 0.10192
4 0.22639
1 0.34135
2 0.01156
3 0.00757
4 0.63952
1 0.42706
2 0.02132
3 0.04935
4 0.50227
1 0.91588
2 0.01978
3 0.00609
4 0.05825
1 0.34678
2 0.02006
3 0.34333
4 0.28983
1 0.42927
2 0.02023
3 0.48630
4 0.06420
1 0.70394
2 0.06086
3 0.13854
4 0.09666
1 0.36576
2 0.00808
3 0.19865
4 0.42751
1 0.54017
2 0.01297
3 0.00281
4 0.44405
1 0.76553
2 0.01557
3 0.18245
4 0.03646
1 0.97387
2 0.00389
3 0.01206
4 0.01019
1 0.73019
2 0.05438
3 0.09849
4 0.11694
1 0.99357
2 0.00385
3 0.00049
4 0.00209
1 0.49245
2 0.09069
3 0.27375
4 0.14311
1 0.93864
2 0.01424
3 0.03906
4 0.00806
1 0.45901
2 0.08094
3 0.20370
4 0.25635
1 0.99403
2 0.00285
3 0.00106
4 0.00206
1 0.42228
2 0.09595
3 0.30166
4 0.18011
1 0.79823
2 0.02479
3 0.09282
4 0.08415
1 0.54037
2 0.05528
3 0.01832
4 0.38603
1 0.80157
2 0.05491
3 0.02339
4 0.12012
1 0.23033
2 0.14285
3 0.13873
4 0.48810
1 0.55909
2 0.27218
3 0.09879
4 0.06993
1 0.69017
2 0.08808
3 0.02866
4 0.19308
1 0.44510
2 0.01259
3 0.03569
4 0.50662
1 0.46636
2 0.32548
3 0.11040
4 0.09777
1 0.95766
1 0.68824
2 0.06212
3 0.18267
4 0.06697
1 0.95651
2 0.01256
3 0.02119
4 0.00975
1 0.89121
2 0.06047
3 0.01897
4 0.02936
1 0.38165
2 0.01232
3 0.00199
4 0.60404
1 0.50106
2 0.09424
3 0.28788
4 0.11681
1 0.46664
2 0.04868
3 0.20390
4 0.28077
1 0.44062
2 0.02584
3 0.04692
4 0.48661
1 0.74897
2 0.04641
3 0.16602
4 0.03860
1 0.52912
2 0.02410
3 0.03790
4 0.40889
1 0.65268
2 0.09539
3 0.02937
4 0.22256
1 0.44472
2 0.09279
3 0.33847
4 0.12402
1 0.86010
2 0.03113
3 0.05901
4 0.04976
1 0.40691
2 0.02929
3 0.28079
4 0.28301
1 0.40738
2 0.06292
3 0.45800
4 0.07170
1 0.69275
2 0.04738
3 0.15300
4 0.10687
1 0.47031
2 0.09541
3 0.18408
4 0.25021
1 0.38154
2 0.01326
3 0.00226
4 0.60294
1 0.77522
2 0.02548
3 0.01131
4 0.18799
1 0.43828
2 0.08006
3 0.22170
4 0.25996
1 0.51370
2 0.12160
3 0.23354
4 0.13116
1 0.90103
2 0.02028
3 0.05607
4 0.02262
1 0.89916
2 0.01255
3 0.07519
4 0.01311
1 0.93424
2 0.01597
3 0.01299
4 0.03681
1 0.59674
2 0.26801
3 0.04139
4 0.09386
1 0.68795
2 0.04556
3 0.23542
4 0.03108
1 0.93048
2 0.01068
3 0.00365
4 0.05520
1 0.96465
2 0.00567
3 0.00172
4 0.02796
1 0.33662
2 0.01427
3 0.00246
4 0.64665
1 0.39694
2 0.05028
3 0.29778
4 0.25501
1 0.97238
2 0.01149
3 0.00152
4 0.01461
1 0.97662
2 0.01549
3 0.00665
4 0.00123
1 0.39972
2 0.08370
3 0.23424
4 0.28234
1 0.48942
2 0.00849
3 0.45161
4 0.05048
1 0.39620
2 0.00970
3 0.35905
4 0.23505
1 0.92257
2 0.02758
3 0.00732
4 0.04253
1 0.06220
2 0.52286
3 0.31008
4 0.10486
1 0.38260
2 0.09483
3 0.34235
4 0.18022
1 0.69298
2 0.04821
3 0.01874
4 0.24008
1 0.14097
2 0.40664
3 0.22624
4 0.22615
1 0.32135
2 0.21126
3 0.29495
4 0.17243
1 0.51646
2 0.09811
3 0.05698
4 0.32845
1 0.84071
2 0.03232
3 0.00836
4 0.11861
1 0.80217
2 0.06332
3 0.01875
4 0.11576
1 0.49812
2 0.00773
3 0.43976
4 0.05439
1 0.91191
2 0.02816
3 0.03596
4 0.02397
1 0.56074
2 0.02324
3 0.04306
4 0.37296
1 0.32985
2 0.14638
3 0.29525
4 0.22853
1 0.93762
2 0.01243
3 0.00606
4 0.04389
1 0.14014
2 0.33654
3 0.18351
4 0.33980
1 0.93402
2 0.01230
3 0.03175
4 0.02193
1 0.89329
2 0.06149
3 0.03604
4 0.00919
1 0.93105
2 0.00808
3 0.00713
4 0.05374
1 0.70273
2 0.01889
3 0.27488
4 0.00350
1 0.68092
2 0.05368
3 0.02800
4 0.23740
1 0.43240
2 0.07590
3 0.39915
4 0.09255
1 0.43914
2 0.18841
3 0.17617
4 0.19627
1 0.59994
2 0.09415
3 0.08808
4 0.21783
1 0.62705
2 0.01107
3 0.12801
4 0.23388
1 0.45600
2 0.06474
3 0.15894
4 0.32031
1 0.99087
2 0.00514
3 0.00213
4 0.00187
1 0.44676
2 0.02072
3 0.04776
4 0.48476
1 0.89925
2 0.01160
3 0.05188
4 0.03727
1 0.38600
2 0.01011
3 0.00872
4 0.59518
1 0.47974
2 0.01908
3 0.09745
4 0.40373
1 0.52776
2 0.09503
3 0.25435
4 0.12286
1 0.30692
2 0.01234
3 0.00120
4 0.67955
1 0.97745
2 0.00604
3 0.00654
4 0.00997
1 0.31819
2 0.01384
3 0.00274
4 0.66523
1 0.40132
2 0.09737
3 0.30522
4 0.19609
1 0.75372
2 0.03717
3 0.14580
4 0.06330
1 0.62924
2 0.22755
3 0.08391
4 0.05930
1 0.47777
2 0.06480
3 0.17771
4 0.27973
1 0.38101
2 0.01264
3 0.00240
4 0.60396
1 0.04990
2 0.08754
3 0.09453
4 0.76804
1 0.97934
2 0.00778
3 0.00879
4 0.00409
1 0.50396
2 0.05367
3 0.37357
4 0.06880
1 0.98852
2 0.00481
3 0.00199
4 0.00469
1 0.42170
2 0.04468
3 0.21991
4 0.31370
1 0.67713
2 0.04074
3 0.14590
4 0.13624
1 0.50844
2 0.06302
3 0.05445
4 0.37408
1 0.84400
2 0.03312
3 0.07017
4 0.05271
1 0.80841
2 0.00647
3 0.00282
4 0.18231
1 0.61253
2 0.09255
3 0.06105
4 0.23386
1 0.85532
2 0.01555
3 0.01815
4 0.11098
1 0.93728
2 0.05127
3 0.00979
4 0.00166
1 0.40704
2 0.00657
3 0.57549
4 0.01090
1 0.51279
2 0.11550
3 0.29808
4 0.07363
1 0.45038
2 0.09368
3 0.33317
4 0.12278
1 0.74833
2 0.03399
3 0.15108
4 0.06660
1 0.76085
2 0.02411
3 0.16371
4 0.05134
1 0.39613
2 0.01046
3 0.04518
4 0.54822
1 0.49798
2 0.26416
3 0.14133
4 0.09653
1 0.68074
2 0.03507
3 0.06393
4 0.22026
1 0.48240
2 0.35359
3 0.03514
4 0.12887
1 0.03163
