type,value
top 10-20%,0.46052173577423
top 20-50%,0.356336923574637
top 50-80%,0.356336923574637
top 80-100%,0.356336923574637
top 1,2.01626088182876
top 1-5%,0.468476166706884
top 5-10%,0.268615823890301
top 10-20%,0.220615207089647
top 20-50%,0.264285839517452
top 50-80%,0.300937547045248
top 80-100%,0.577085973765297
top 1,4.8687394971343
top 1-5%,3.36706126431926
top 5-10%,4.94884601553213
top 10-20%,4.89032472107765
top 20-50%,11.3039906750926
top 50-80%,9.85251706388825
top 80-100%,5.77154167252072
top 1,4.68437026661863
top 1-5%,1.51645893632061
top 5-10%,1.68662661617181
top 10-20%,0.747273651167259
top 20-50%,0.668932986763438
top 50-80%,0.817289224954604
top 80-100%,0.66155885754772
top 1,1.09117319518161
top 1-5%,0.308530050389622
top 5-10%,0.296235458664249
top 10-20%,0.296235458664249
top 20-50%,0.28471854566376
top 50-80%,0.26567245016774
top 80-100%,0.278964381290206
top 1,1.97404548642847
top 1-5%,0.92527938899959
top 5-10%,0.908532144839057
top 10-20%,1.00288258697073
top 20-50%,0.613030943458693
top 50-80%,0.391093844019599
top 80-100%,0.391093844019599
top 1,1.84423984257362
top 1-5%,0.438477853147082
top 5-10%,0.255316139477255
top 10-20%,0.207148014540904
top 20-50%,0.215178505288412
top 50-80%,0.351179228112735
top 80-100%,0.503543158179534
top 1,2.1909558982008
top 1-5%,0.563243143509871
top 5-10%,0.296181351234764
top 10-20%,0.237492006786892
top 20-50%,0.229419597492956
top 50-80%,0.220787252635151
top 80-100%,0.45932233037199
top 1,3.96168952405739
top 1-5%,2.48291594196346
top 5-10%,2.53070505696452
top 10-20%,2.58108083954266
top 20-50%,3.24030670349585
top 50-80%,2.76513289985637
top 80-100%,1.68087062989724
top 1,2.05772589832377
top 1-5%,0.518990353523646
top 5-10%,0.28023032670812
top 10-20%,0.230307633316796
top 20-50%,0.209215999023658
top 50-80%,0.324369994063059
top 80-100%,0.629204588615963
top 1,1.92439449888632
top 1-5%,0.509860752638325
top 5-10%,0.253118867611516
top 10-20%,0.198263718636499
top 20-50%,0.21938380572372
top 50-80%,0.35343452307144
top 80-100%,0.415468489166305
top 1,2.08552879145499
top 1-5%,0.4928264375015
top 5-10%,0.266900836443656
top 10-20%,0.220710513849598
top 20-50%,0.212853122967989
top 50-80%,0.241502370268282
top 80-100%,0.421170523864175
top 1,2.61862586685785
top 1-5%,0.85313717109178
top 5-10%,0.563821259461673
top 10-20%,0.573811869261555
top 20-50%,0.575470749558693
top 50-80%,0.579660242616523
top 80-100%,0.674815483413383
top 1,2.76984375941483
top 1-5%,1.04476423551158
top 5-10%,0.723335862015061
top 10-20%,0.660390253979237
top 20-50%,0.698288003976466
top 50-80%,0.709117149122353
top 80-100%,0.730415451393951
top 1,0.828714844290589
top 1-5%,2.34395012481573
top 5-10%,5.41688698745628
top 10-20%,2.35036318395485
top 20-50%,2.29166264995655
top 50-80%,2.36402398473441
top 80-100%,2.50594682458889
top 1,4.16535681544996
top 1-5%,2.24799238929245
top 5-10%,3.72630529080138
top 10-20%,4.80215237913797
top 20-50%,5.4985675050241
top 50-80%,5.56404050341611
top 80-100%,4.31253350973814
top 1,8.79133610934138
top 1-5%,7.76677835760973
top 5-10%,6.83429927783235
top 10-20%,6.08151851907279
top 20-50%,5.19993435696249
top 50-80%,4.40579193042267
top 80-100%,1.33571494608118
top 1,2.02298376841791
top 1-5%,0.463181574634645
top 5-10%,0.278293790132794
top 10-20%,0.235627061040581
top 20-50%,0.320780877213869
top 50-80%,0.34274163465271
top 80-100%,0.401890554227463
top 1,2.11071536064621
top 1-5%,1.21334013215661
top 5-10%,1.10552842863694
top 10-20%,1.02387884475366
top 20-50%,0.897671719828685
top 50-80%,0.758913030848831
top 80-100%,0.715058498696346
top 1,4.39151566834589
top 1-5%,1.43701421482071
top 5-10%,1.65419096571963
top 10-20%,0.643347785779235
top 20-50%,0.605938957805774
top 50-80%,0.732212937374667
top 80-100%,0.540043303207572
top 1,2.21766742381419
top 1-5%,0.619027720789947
top 5-10%,0.313525688666334
top 10-20%,0.260038246336944
top 20-50%,0.225221284281288
top 50-80%,0.185194440566267
top 80-100%,0.353891013091777
top 1,4.25008441424078
top 1-5%,1.56095889402006
top 5-10%,1.36482699168972
top 10-20%,0.652026942720121
top 20-50%,0.697216804683175
top 50-80%,0.650688256006041
top 80-100%,0.512983739151314
top 1,3.48289777418068
top 1-5%,1.93390112768581
top 5-10%,2.08772843939014
top 10-20%,2.85989326906315
top 20-50%,3.47585082565304
top 50-80%,3.1076274573347
top 80-100%,2.18627060652734
top 1,6.16916039609318
top 1-5%,3.52826105272098
top 5-10%,3.56369616306889
top 10-20%,3.4722924166237
top 20-50%,3.30405100133293
top 50-80%,2.84957132118454
top 80-100%,1.89412630806292
top 1,2.02218631945693
top 1-5%,0.508584257261565
top 5-10%,0.263225721616848
top 10-20%,0.211747929833095
top 20-50%,0.236339397120379
top 50-80%,0.329680233254249
top 80-100%,0.51813900360742
top 1,8.76337759191635
top 1-5%,7.33937710919428
top 5-10%,7.59210651745432
top 10-20%,3.44648958662465
top 20-50%,2.46516960574344
top 50-80%,2.2499248721771
top 80-100%,1.92198372371776
top 1,2.59005226123837
top 1-5%,0.67001097647745
top 5-10%,0.580320431002698
top 10-20%,0.560649561733396
top 20-50%,0.511497070581631
top 50-80%,0.351468061455086
top 80-100%,0.278986477316855
top 1,0.986488699681465
top 1-5%,6.744122898838
top 5-10%,5.60583415282384
top 10-20%,6.86134933453288
top 20-50%,5.39010978349435
top 50-80%,4.30289788700193
top 80-100%,4.14511734166046
top 1,4.80063750152229
top 1-5%,4.11574803315046
top 5-10%,1.61745185264119
top 10-20%,1.40193317209043
top 20-50%,1.41898998433201
top 50-80%,1.28782421281215
top 80-100%,1.12507257707111
top 1,1.93639311803277
top 1-5%,0.564661338337102
top 5-10%,0.228221456934216
top 10-20%,0.170438164115315
top 20-50%,0.175712968515264
top 50-80%,0.14710439829794
top 80-100%,0.390325777712751
top 1,1.87127270138994
top 1-5%,0.48325984481054
top 5-10%,0.255729321224965
top 10-20%,0.204032150519318
top 20-50%,0.208166826937805
top 50-80%,0.244357950869258
top 80-100%,0.498149886325128
top 1,5.39760044910003
top 1-5%,1.86952010958456
top 5-10%,0.849033267263582
top 10-20%,0.994358016199504
top 20-50%,0.852527366081825
top 50-80%,0.783444772477174
top 80-100%,0.783444772477174
top 1,4.25288293171992
top 1-5%,1.54668425646766
top 5-10%,1.35316473997043
top 10-20%,0.635208790236368
top 20-50%,0.7306255591345
top 50-80%,0.568555528734266
top 80-100%,0.193482985001762
top 1,39.174823288826
top 1-5%,4.36251603441208
top 5-10%,3.08223542898426
top 10-20%,2.69241325507735
top 20-50%,2.28042029903171
top 50-80%,1.84685470507696
top 80-100%,1.40301594160864
top 1,3.55327935595091
top 1-5%,2.13730673144268
top 5-10%,2.12855169365328
top 10-20%,1.99550467747162
top 20-50%,1.91107568210568
top 50-80%,1.63813601872639
top 80-100%,1.65201551056837
top 1,2.05668295222634
top 1-5%,0.529865156130001
top 5-10%,0.288491810239984
top 10-20%,0.236812767327931
top 20-50%,0.242646049385143
top 50-80%,0.334826497564328
top 80-100%,0.6002762383999
top 1,8.49853492881142
top 1-5%,1.87558115621164
top 5-10%,1.46395113287523
top 10-20%,1.14828951403064
top 20-50%,0.865110263767153
top 50-80%,0.643462778129963
top 80-100%,0.473603318544233
top 1,1.47971047900443
top 1-5%,0.735938428091988
top 5-10%,2.84593059226843
top 10-20%,11.8358765826737
top 20-50%,6.24976198673267
top 50-80%,1.89584843378174
top 80-100%,1.48152796568462
top 1,1.18246885370092
top 1-5%,25.2736088169332
top 5-10%,9.38190096053111
top 10-20%,5.90598165145271
top 20-50%,6.94527621022634
top 50-80%,6.91705891923796
top 80-100%,5.66483294435513
top 1,1.61933866986873
top 1-5%,7.12923069543554
top 5-10%,2.15321326898162
top 10-20%,1.68190244182637
top 20-50%,1.10209799593956
top 50-80%,0.798485096097014
top 80-100%,0.798485096097014
top 1,4.46672734742082
top 1-5%,1.56093081812435
top 5-10%,1.57961375024913
top 10-20%,0.529918553093088
top 20-50%,0.53066563401265
top 50-80%,0.524669978618353
top 80-100%,0.593224384554896
top 1,2.18283431360511
top 1-5%,0.571789994658685
top 5-10%,0.316824925551039
top 10-20%,0.267881943842559
top 20-50%,0.256955554660906
top 50-80%,0.324348116337191
top 80-100%,0.474983804829142
top 1,2.00567048242033
top 1-5%,0.47146649793946
top 5-10%,0.279643905561793
top 10-20%,0.233958255308557
top 20-50%,0.22938057743057
top 50-80%,0.273927341180163
top 80-100%,0.515998106535262
top 1,0.711887223009955
top 1-5%,0.571050595066647
top 5-10%,0.544492624622919
top 10-20%,0.52082202358189
top 20-50%,0.485962300292244
top 50-80%,0.449546348253696
top 80-100%,0.662757338534892
top 1,0.797800761972192
top 1-5%,8.02102118813684
top 5-10%,2.51848473917535
top 10-20%,1.88980485123017
top 20-50%,1.63794335970978
top 50-80%,1.26240326650641
top 80-100%,1.27511276492678
top 1,11.2815827299667
top 1-5%,3.19930743465084
top 5-10%,1.76654521938236
top 10-20%,1.22317227845877
top 20-50%,0.901077202089083
top 50-80%,0.676508425626966
top 80-100%,0.454763366802651
top 1,2.1096426727292
top 1-5%,1.78420379835305
top 5-10%,1.69689799508067
top 10-20%,1.67037229267391
top 20-50%,1.4100175145665
top 50-80%,0.948304147393706
top 80-100%,0.788833496635613
top 1,4.40518188626967
top 1-5%,1.5226087969583
top 5-10%,1.51835900776017
top 10-20%,0.652745268604994
top 20-50%,0.558988412214228
top 50-80%,0.647955843723478
top 80-100%,0.442379995176986
top 1,0.581974753694547
top 1-5%,0.428764570440047
top 5-10%,0.428764570440047
top 10-20%,0.368534476378115
top 20-50%,0.279783780443124
top 50-80%,0.308210738033525
top 80-100%,0.254835547909705
top 1,1.15154103846082
top 1-5%,1.35286957847864
top 5-10%,4.67315410197536
top 10-20%,5.32921448976102
top 20-50%,2.3468984346802
top 50-80%,1.63440291999664
top 80-100%,2.13300648710331
top 1,2.22432188766142
top 1-5%,0.276846560283672
top 5-10%,0.245155003332406
top 10-20%,0.367994789300575
top 20-50%,0.348894895742794
top 50-80%,0.282945687677034
top 80-100%,0.282945687677034
top 1,2.38946055462665
top 1-5%,0.388386661894968
top 5-10%,0.333919892664253
top 10-20%,0.302418314803695
top 20-50%,0.29803111757749
top 50-80%,0.345504431866622
top 80-100%,0.459137028802556
top 1,0.950242298141617
top 1-5%,7.27699296737098
top 5-10%,9.78759991769876
top 10-20%,4.18642633966742
top 20-50%,5.72165593431151
top 50-80%,5.27490367331642
top 80-100%,4.90365739037154
top 1,0.408697240337883
top 1-5%,0.345146996225752
top 5-10%,0.314078600334863
top 10-20%,0.92974224547071
top 20-50%,0.908798182272099
top 50-80%,1.04759841418775
top 80-100%,0.512605449253884
top 1,0.563652844088727
top 1-5%,0.479598241926107
top 5-10%,0.466857730745826
top 10-20%,0.400215779116832
top 20-50%,0.636732367834288
top 50-80%,0.773327404106639
top 80-100%,0.473970773467213
top 1,2.24504470580428
top 1-5%,0.92852198267274
top 5-10%,0.529600370468653
top 10-20%,0.494928020136138
top 20-50%,0.526597839672913
top 50-80%,1.50536272225101
top 80-100%,1.93689773281961
top 1,1.21002818606319
top 1-5%,5.54598200691623
top 5-10%,1.5783425647209
top 10-20%,1.63447490669444
top 20-50%,1.89026670175872
top 50-80%,1.48650939137886
top 80-100%,1.31205799134139
top 1,4.53473613877625
top 1-5%,1.12498804970925
top 5-10%,1.03048847667865
top 10-20%,0.969181974723115
top 20-50%,0.843326514048992
top 50-80%,0.700911079104708
top 80-100%,0.684769896354236
top 1,11.3900196562442
top 1-5%,4.60770365907258
top 5-10%,2.10174128056782
top 10-20%,1.77096146664628
top 20-50%,1.73454724999139
top 50-80%,1.52938081181195
top 80-100%,1.51873355405699
top 1,2.21492401107396
top 1-5%,0.321133759520959
top 5-10%,0.251293042722098
top 10-20%,0.251293042722098
top 20-50%,0.237265428623189
top 50-80%,0.282491078670599
top 80-100%,0.411559194148163
top 1,4.36233682479494
top 1-5%,1.50499519999865
top 5-10%,1.74911199715224
top 10-20%,0.660511395391747
top 20-50%,0.586942537261636
top 50-80%,0.769412828060956
top 80-100%,0.444429054074346
top 1,0.865438510729942
top 1-5%,5.10115146914208
top 5-10%,4.30220668600438
top 10-20%,5.42146879148215
top 20-50%,3.90654803002764
top 50-80%,3.04974698147136
top 80-100%,2.60622499239955
top 1,0.810302518647426
top 1-5%,4.63062117992125
top 5-10%,1.05266891098857
top 10-20%,0.920348295335889
top 20-50%,0.490310475970001
top 50-80%,0.2750699248468
top 80-100%,0.2750699248468
top 1,1.98660962733589
top 1-5%,0.504156202786809
top 5-10%,0.24411520157641
top 10-20%,0.189727526441052
top 20-50%,0.184849913968
top 50-80%,0.290168495396954
top 80-100%,0.517842981731965
top 1,1.96921543316399
top 1-5%,0.483207276604738
top 5-10%,0.272121585049991
top 10-20%,0.223270816839614
top 20-50%,0.236393013094049
top 50-80%,0.319978887290715
top 80-100%,0.461000603781367
top 1,11.9054648590757
top 1-5%,2.00626596980663
top 5-10%,1.56049347148724
top 10-20%,1.38367578888266
top 20-50%,1.3985513026582
top 50-80%,1.25535072578534
top 80-100%,1.05978623331866
top 1,1.61621620520248
top 1-5%,4.31587081454148
top 5-10%,2.58739651107736
top 10-20%,3.44360226623011
top 20-50%,2.66060399947008
top 50-80%,0.891776501445721
top 80-100%,0.790707524599016
top 1,0.818146492010625
top 1-5%,2.80476241973054
top 5-10%,1.37412853192455
top 10-20%,0.583292475144838
top 20-50%,0.486066549030275
top 50-80%,0.486066549030275
top 80-100%,0.486066549030275
top 1,0.895880062644102
top 1-5%,0.0940655792350179
top 5-10%,0.064115852706154
top 10-20%,0.064115852706154
top 20-50%,0.064115852706154
top 50-80%,0.102380958940339
top 80-100%,0.181675904792126
top 1,14.6646581594523
top 1-5%,11.4233862585004
top 5-10%,18.7791287977785
top 10-20%,12.8569135243683
top 20-50%,5.14870461596157
top 50-80%,5.16143215804345
top 80-100%,5.71371128541338
top 1,1.09396608559329
top 1-5%,11.6414967303837
top 5-10%,5.05582774806181
top 10-20%,3.3836992415
top 20-50%,4.46760117971174
top 50-80%,5.03841981253933
top 80-100%,5.29991959177638
top 1,5.20463280228119
top 1-5%,9.27286807785133
top 5-10%,3.50394793829417
top 10-20%,3.0929974407
top 20-50%,2.79879067512854
top 50-80%,2.37813801495504
top 80-100%,2.32182820536892
top 1,1.14900163642558
top 1-5%,8.00094975302167
top 5-10%,2.6060612592375
top 10-20%,1.60114239063935
top 20-50%,1.57688013663724
top 50-80%,1.8857261592014
top 80-100%,2.24428369673985
top 1,3.47333719275306
top 1-5%,1.72373742401477
top 5-10%,1.8166527171432
top 10-20%,1.73488677501622
top 20-50%,1.6367214116787
top 50-80%,2.27123373762376
top 80-100%,4.58870170803232
top 1,1.46945606866264
top 1-5%,3.72110822004296
top 5-10%,1.12449366426157
top 10-20%,0.989673535939803
top 20-50%,1.01968380639392
top 50-80%,0.967778347739486
top 80-100%,0.894993490534102
top 1,0.523629039823561
top 1-5%,0.507462692268302
top 5-10%,0.49543329322227
top 10-20%,0.445082218054289
top 20-50%,0.611469292289802
top 50-80%,0.486369567241323
top 80-100%,0.209121627458235
top 1,4.61332444185386
top 1-5%,5.4100665676879
top 5-10%,3.21514417380549
top 10-20%,2.33425056901169
top 20-50%,1.92826819875595
top 50-80%,1.65721183657184
top 80-100%,1.17855312811658
top 1,1.14626994857808
top 1-5%,3.81487536060257
top 5-10%,6.65189076283086
top 10-20%,2.27691645511632
top 20-50%,1.46354959342376
top 50-80%,1.12659548169356
top 80-100%,1.12659548169356
top 1,4.09783094078827
top 1-5%,1.79476740864853
top 5-10%,1.79006171961535
top 10-20%,1.41183019359316
top 20-50%,1.47968554099632
top 50-80%,1.08325749996099
top 80-100%,1.42759972513897
top 1,2.45319712393167
top 1-5%,12.2949841899295
top 5-10%,5.31819175312613
top 10-20%,5.33776782910714
top 20-50%,2.95362155405151
top 50-80%,2.03547834572418
top 80-100%,1.99401177081938
top 1,20.4574312836674
top 1-5%,2.63835374634233
top 5-10%,1.85440483816839
top 10-20%,1.64119667415244
top 20-50%,1.38624977272824
top 50-80%,1.13314296401179
top 80-100%,0.839489012441075
top 1,2.2187310419593
top 1-5%,0.581517888479042
top 5-10%,0.306942815027077
top 10-20%,0.251002301246723
top 20-50%,0.226154589254563
top 50-80%,0.210048641074036
top 80-100%,0.363286556529767
top 1,18.0467871388915
top 1-5%,1.1244712143153
top 5-10%,6.00271669325801
top 10-20%,1.8597075018783
top 20-50%,1.14160219551611
top 50-80%,1.0504514519638
top 80-100%,1.14911728409898
top 1,0.318511764371083
top 1-5%,0.307998302071332
top 5-10%,0.301097165878819
top 10-20%,0.294878292321944
top 20-50%,0.280707622856022
top 50-80%,0.295736531446747
top 80-100%,0.488472209055364
top 1,0.506203656452321
top 1-5%,0.472103847999708
top 5-10%,0.470863321389644
top 10-20%,0.371738018494612
top 20-50%,0.451653667615484
top 50-80%,1.07530906577284
top 80-100%,0.665941152152809
top 1,5.25631172269112
top 1-5%,2.6706605976763
top 5-10%,1.18840624198237
top 10-20%,0.764840924082753
top 20-50%,0.488309697088654
top 50-80%,0.410927818811267
top 80-100%,0.39590980721634
top 1,3.05004111024982
top 1-5%,11.3361233442745
top 5-10%,3.35614051498211
top 10-20%,3.70176141181195
top 20-50%,2.36504269907162
top 50-80%,1.77101403824254
top 80-100%,1.74243558599747
top 1,1.54495745153622
top 1-5%,9.2438901141069
top 5-10%,3.5495325450491
top 10-20%,3.5625191819428
top 20-50%,2.5979232761914
top 50-80%,2.23962292035789
top 80-100%,2.38259936211577
top 1,0.422803129509393
top 1-5%,0.275987863277925
top 5-10%,0.275987863277925
top 10-20%,0.275987863277925
top 20-50%,0.289808035287908
top 50-80%,0.274563552551494
top 80-100%,0.270115146273415
top 1,2.64702131164542
top 1-5%,2.48830182541081
top 5-10%,1.73339192842771
top 10-20%,1.14470983779014
top 20-50%,0.790132588358278
top 50-80%,0.906478987031615
top 80-100%,0.870723892240386
top 1,9.65234208260802
top 1-5%,4.17018658166102
top 5-10%,3.7336705484017
top 10-20%,3.43979987861483
top 20-50%,3.10748042855608
top 50-80%,2.78320594443057
top 80-100%,3.72505653112174
top 1,5.92905159307829
top 1-5%,3.5657331315099
top 5-10%,4.16364035827719
top 10-20%,1.6657477852503
top 20-50%,1.15269355974659
top 50-80%,1.0293151279314
top 80-100%,0.907191065490272
top 1,1.52697761714563
top 1-5%,1.1453899132934
top 5-10%,1.80739081335362
top 10-20%,1.92673002454787
top 20-50%,0.717310047722965
top 50-80%,0.463734746966301
top 80-100%,0.463734746966301
top 1,2.04085215352081
top 1-5%,4.63313715753441
top 5-10%,5.05416756820512
top 10-20%,2.95114785320653
top 20-50%,1.39972226273787
top 50-80%,0.757039912710964
top 80-100%,0.757039912710964
top 1,1.25320849196152
top 1-5%,6.17951157113872
top 5-10%,5.79416091140407
top 10-20%,5.22254517659039
top 20-50%,5.90642670246663
top 50-80%,3.75778970824209
top 80-100%,3.50223939519224
top 1,2.29431053615178
top 1-5%,12.8187047229114
top 5-10%,8.99037726646873
top 10-20%,5.25084185563964
top 20-50%,7.70718694853698
top 50-80%,8.13128718869086
top 80-100%,6.83442558285139
top 1,2.77148289084539
top 1-5%,0.873287148522289
top 5-10%,0.795873596373721
top 10-20%,0.787236524891456
top 20-50%,0.659647658940038
top 50-80%,0.520603735084311
top 80-100%,0.465057431897811
top 1,1.86549677452991
top 1-5%,4.27839504198681
top 5-10%,1.55439420956852
top 10-20%,0.861874920051398
top 20-50%,0.727272164627595
top 50-80%,0.749316304933047
top 80-100%,0.781659300510071
top 1,6.59395087872651
