type,value
top 1-5%,3.30871794245906
top 5-10%,1.35611744052907
top 10-20%,0.866863386671958
top 20-50%,0.77198960493471
top 50-80%,0.861504098385146
top 80-100%,0.783838617884444
top 1,3.14309469011677
top 1-5%,11.1933006828634
top 5-10%,3.74163285894236
top 10-20%,4.30058639494878
top 20-50%,3.54106386488099
top 50-80%,2.55144780193936
top 80-100%,2.08997414093458
top 1,10.0927457068861
top 1-5%,3.4188697214373
top 5-10%,1.34212482656594
top 10-20%,1.17404675549304
top 20-50%,1.0065124062966
top 50-80%,0.724501512757344
top 80-100%,0.455124620476402
top 1,6.04921962717236
top 1-5%,3.46236295406859
top 5-10%,1.16517973762154
top 10-20%,0.788113057249873
top 20-50%,0.757219761821277
top 50-80%,0.613241920305093
top 80-100%,0.499953177548657
top 1,2.39232489640189
top 1-5%,1.44242796866672
top 5-10%,1.40810544253668
top 10-20%,1.13903794688912
top 20-50%,1.07930541870622
top 50-80%,1.16900443701752
top 80-100%,1.16900443701752
top 1,2.58977312714886
top 1-5%,0.563549252933811
top 5-10%,0.563660015554846
top 10-20%,0.468004280755863
top 20-50%,0.418697686831455
top 50-80%,0.523131928135074
top 80-100%,0.499765498533952
top 1,0.931481178324744
top 1-5%,5.90103435380364
top 5-10%,5.09049289909387
top 10-20%,5.87480892263371
top 20-50%,4.44194548371451
top 50-80%,3.58440360472292
top 80-100%,3.75907603983757
top 1,17.3327195242159
top 1-5%,6.07315573291038
top 5-10%,2.01769418362202
top 10-20%,1.99733617049617
top 20-50%,2.15754148424633
top 50-80%,2.32612737984841
top 80-100%,3.12899840742982
top 1,0.48776061770872
top 1-5%,0.384728163413317
top 5-10%,0.385801494045161
top 10-20%,0.348753691281054
top 20-50%,0.274829663653951
top 50-80%,0.81572163125494
top 80-100%,1.12561922448317
top 1,0.752439525186947
top 1-5%,0.434042912985446
top 5-10%,7.97286288941282
top 10-20%,13.5337681191729
top 20-50%,13.4071922031043
top 50-80%,10.9905414640172
top 80-100%,10.9905414640172
top 1,1.68504399335956
top 1-5%,3.11739279788295
top 5-10%,1.16608155575035
top 10-20%,1.19252393283398
top 20-50%,1.16253651307242
top 50-80%,0.760496248652751
top 80-100%,0.760496248652751
top 1,4.18109367112857
top 1-5%,1.44990311463816
top 5-10%,1.03884506126938
top 10-20%,0.98167452042108
top 20-50%,0.871617200710862
top 50-80%,0.713839662485927
top 80-100%,0.713839662485927
top 1,15.0661823807636
top 1-5%,2.15639466028079
top 5-10%,1.73107548608043
top 10-20%,1.20862959875854
top 20-50%,0.909709584642324
top 50-80%,0.818081918120421
top 80-100%,0.823317323658888
top 1,0.885069173628659
top 1-5%,3.71987374896385
top 5-10%,13.8794061036368
top 10-20%,7.42529741610836
top 20-50%,5.17482437622575
top 50-80%,6.34330767760319
top 80-100%,14.4208476097234
top 1,2.52574304327288
top 1-5%,3.7004643917586
top 5-10%,1.98245039881212
top 10-20%,1.67874989114219
top 20-50%,1.68042505690737
top 50-80%,1.68042505690737
top 80-100%,1.68042505690737
top 1,23.784847377242
top 1-5%,4.58500642474557
top 5-10%,3.94931596165664
top 10-20%,3.70319029926196
top 20-50%,2.96297801979223
top 50-80%,2.03074544910543
top 80-100%,1.59525218418111
top 1,0.834766738135647
top 1-5%,3.54476083432002
top 5-10%,1.68071751684031
top 10-20%,0.718171987267278
top 20-50%,0.480625261250675
top 50-80%,0.451100424635389
top 80-100%,0.451100424635389
top 1,3.37745654090135
top 1-5%,1.9092093332539
top 5-10%,1.32439517680395
top 10-20%,1.25362759354231
top 20-50%,1.13317312473251
top 50-80%,0.986553901571701
top 80-100%,0.986553901571701
top 1,2.49893634527937
top 1-5%,0.602584255385512
top 5-10%,0.929742724520283
top 10-20%,1.64936163012035
top 20-50%,2.25568881859162
top 50-80%,1.91527267144163
top 80-100%,1.35610822107607
top 1,0.570543854074704
top 1-5%,0.0876934228126959
top 5-10%,0.907784852310104
top 10-20%,0.844619935234547
top 20-50%,0.883927725640518
top 50-80%,0.891076626550118
top 80-100%,0.891076626550118
top 1,0.313605452290339
top 1-5%,0.146301142865199
top 5-10%,0.146301142865199
top 10-20%,0.146301142865199
top 20-50%,0.0800922045132534
top 50-80%,0.0113520341186278
top 80-100%,0.022031397410817
top 1,0.471531166961895
top 1-5%,0.472357279628993
top 5-10%,0.477594963970959
top 10-20%,0.429690312570483
top 20-50%,0.565937250946527
top 50-80%,0.744185831207623
top 80-100%,0.102859605007993
top 1,0.369813646107151
top 1-5%,0.0909902365260639
top 5-10%,0.0909902365260639
top 10-20%,0.0909902365260639
top 20-50%,0.0838878101521015
top 50-80%,0.0786625281251734
top 80-100%,0.12975683216597
top 1,6.73047827217087
top 1-5%,2.81590384133852
top 5-10%,2.47261141324849
top 10-20%,2.26860002657592
top 20-50%,2.20659726107319
top 50-80%,1.43361311532001
top 80-100%,1.06606057023732
top 1,0.158798567942778
top 1-5%,0.065429755648243
top 5-10%,0.199981952819404
top 10-20%,0.224670656849769
top 20-50%,0.338696491841404
top 50-80%,0.476578599935607
top 80-100%,0.544267783934153
top 1,0.576760488889049
top 1-5%,0.587031903188006
top 5-10%,0.525951262029119
top 10-20%,0.403488843435983
top 20-50%,0.555610474420347
top 50-80%,0.627372368597696
top 80-100%,0.405907741050681
top 1,0.512183871720962
top 1-5%,0.470359193524523
top 5-10%,0.458633691232256
top 10-20%,0.435350321873852
top 20-50%,0.410211171262461
top 50-80%,0.85926475141455
top 80-100%,0.649884195430203
top 1,4.85184252867874
top 1-5%,1.5147551678758
top 5-10%,0.862593637493698
top 10-20%,0.845703610811896
top 20-50%,0.820767771879249
top 50-80%,0.800805361972409
top 80-100%,0.77379158503618
top 1,0.471192538648159
top 1-5%,0.340754513867264
top 5-10%,0.325559386320443
top 10-20%,0.289555254047903
top 20-50%,0.28964364814497
top 50-80%,0.666400933815886
top 80-100%,0.889348502605012
top 1,0.489068920691595
top 1-5%,42.8858011572828
top 5-10%,64.0626823417104
top 10-20%,93.6576697538443
top 20-50%,55.1128492158933
top 50-80%,103.541705231443
top 80-100%,181.901644373883
top 1,10.4863127035037
top 1-5%,3.20647906683187
top 5-10%,3.15093180850525
top 10-20%,3.11663331018021
top 20-50%,2.62657662465635
top 50-80%,2.47512858950853
top 80-100%,0.772372454655262
top 1,1.61987131683326
top 1-5%,2.31912280988054
top 5-10%,2.05997381634685
top 10-20%,1.82776110698162
top 20-50%,1.45192723500774
top 50-80%,2.33369930780277
top 80-100%,1.41069285746844
top 1,0.53623743502071
top 1-5%,0.460281161296027
top 5-10%,0.443983879757491
top 10-20%,0.354267131334864
top 20-50%,0.321607923236616
top 50-80%,0.6571888420028
top 80-100%,0.521284605476696
top 1,0.159922150782808
top 1-5%,0.10878247074316
top 5-10%,0.10878247074316
top 10-20%,0.101803628920122
top 20-50%,0.0997702489489395
top 50-80%,0.115573304689267
top 80-100%,0.216438286587401
top 1,2.2326541812162
top 1-5%,1.5719334796885
top 5-10%,1.22814941083503
top 10-20%,1.01237267574255
top 20-50%,0.835918212010615
top 50-80%,0.816116959727027
top 80-100%,1.16212299841321
top 1,0.539198384014819
top 1-5%,0.363673391982029
top 5-10%,0.351136274303873
top 10-20%,0.298808233696878
top 20-50%,0.198063245294099
top 50-80%,0.641380399892276
top 80-100%,0.711611089656941
top 1,0.513404767886202
top 1-5%,0.457993065267041
top 5-10%,0.448474383871523
top 10-20%,0.373407262443776
top 20-50%,0.299364698677258
top 50-80%,0.776530379636204
top 80-100%,0.6485487628744
top 1,4.92767276007667
top 1-5%,5.72059026036836
top 5-10%,5.25352550047744
top 10-20%,7.62933216688075
top 20-50%,4.5992038814861
top 50-80%,1.83568629100799
top 80-100%,8.11759570747283
top 1,1.71422422697501
top 1-5%,0.933859540828752
top 5-10%,0.800498926037249
top 10-20%,0.69917473359855
top 20-50%,0.536653462919655
top 50-80%,0.473746405786211
top 80-100%,0.473746405786211
top 1,3.16683909872858
top 1-5%,0.376266444432198
top 5-10%,0.321092775324894
top 10-20%,0.321092775324894
top 20-50%,0.321092775324894
top 50-80%,0.359335890935384
top 80-100%,0.468232493428608
top 1,0.497029604522812
top 1-5%,0.394224768308137
top 5-10%,0.378071634039276
top 10-20%,0.350011965193544
top 20-50%,0.287557513891026
top 50-80%,0.716600945050568
top 80-100%,0.647680528704555
top 1,1.24685714754812
top 1-5%,0.998404155460157
top 5-10%,0.925413320071809
top 10-20%,0.489130516829997
top 20-50%,0.357958818898967
top 50-80%,0.133150196853037
top 80-100%,0.133150196853037
top 1,3.77841269011491
top 1-5%,2.98008616478114
top 5-10%,0.68471416007397
top 10-20%,0.635592739376382
top 20-50%,0.563779532607976
top 50-80%,0.47659371087046
top 80-100%,0.47659371087046
top 1,1.75291948130292
top 1-5%,1.77144032046119
top 5-10%,0.905088643718132
top 10-20%,0.962487322318113
top 20-50%,0.967276827912338
top 50-80%,0.682344384796138
top 80-100%,0.682344384796138
top 1,1.63037264051604
top 1-5%,1.1870857287511
top 5-10%,1.11125199121702
top 10-20%,0.976489089772916
top 20-50%,0.807360250287225
top 50-80%,0.655868187041644
top 80-100%,0.681942130133969
top 1,0.949211486492045
top 1-5%,0.791964536753542
top 5-10%,0.760195745262408
top 10-20%,0.696070230694977
top 20-50%,0.71151554971372
top 50-80%,0.782030358211918
top 80-100%,0.814754433010907
